dt,timezone,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id
2020-11-27,-28800.0,37.774929,-122.419415,285.15391304347827,,274.28565217391304,283.81347826086954,284.24478260869563,285.99434782608694,1022.8695652173913,,,48.52173913043478,2.0469565217391303,74.65217391304348,2.3866666666666667,,,,,2.9130434782608696,800.1304347826087
2020-11-28,-28800.0,37.774929,-122.419415,283.18333333333334,,275.77791666666667,281.8208333333333,282.3079166666667,284.1975,1023.875,,,62.166666666666664,1.9304166666666667,181.79166666666666,2.61,,,,,0.4166666666666667,800.0
2020-11-29,-28800.0,37.774929,-122.419415,283.08750000000003,,276.88958333333335,281.99625,282.2525,283.95666666666665,1022.2083333333334,,,67.33333333333333,1.8391666666666666,153.45833333333334,2.056,,,,,15.75,800.8333333333334
2020-11-30,-28800.0,37.774929,-122.419415,282.97833333333335,,279.74125,281.94708333333335,281.8433333333333,284.05541666666664,1024.375,,,81.41666666666667,1.8533333333333333,300.375,2.8600000000000003,,,,,53.375,802.375
2020-12-01,-28800.0,37.774929,-122.419415,283.99,,280.3154166666667,283.19708333333335,282.8833333333333,284.97625,1023.9166666666666,,,79.79166666666667,1.5995833333333334,239.66666666666666,1.852857142857143,,,,,12.458333333333334,800.5416666666666
2020-12-02,-28800.0,37.774929,-122.419415,283.65541666666667,,279.43874999999997,282.52833333333336,282.78749999999997,284.65708333333333,1020.0833333333334,,,77.125,2.0170833333333333,170.29166666666666,2.772,,,,,32.291666666666664,801.5416666666666
2020-12-03,-28800.0,37.774929,-122.419415,284.06041666666664,,280.13375,283.42125,283.26708333333335,284.95666666666665,1022.25,,,79.45833333333333,1.55875,268.0,2.1633333333333336,,,,,62.75,802.7083333333334
2020-12-04,-28800.0,37.774929,-122.419415,284.4066666666667,,279.34041666666667,283.4429166666667,283.62624999999997,285.3016666666667,1025.1666666666667,,,73.29166666666667,1.4004166666666666,135.70833333333334,1.62125,,,,,36.0,801.5833333333334
2020-12-05,-28800.0,37.774929,-122.419415,284.24875000000003,,278.7316666666667,283.6066666666667,283.30083333333334,285.21458333333334,1023.125,,,70.04166666666667,1.29125,195.41666666666666,2.40375,,,,,21.583333333333332,801.0416666666666
2020-12-06,-28800.0,37.774929,-122.419415,284.29291666666666,,281.7758333333333,283.7916666666667,283.16791666666666,285.21250000000003,1026.25,,,85.41666666666667,1.2208333333333334,241.20833333333334,1.823076923076923,,,,,71.08333333333333,803.125
2020-12-07,-28800.0,37.774929,-122.419415,287.5316666666667,,279.08708333333334,286.44,286.66249999999997,288.4745833333333,1021.9583333333334,,,60.75,3.8183333333333334,152.70833333333334,1.5633333333333335,,,,,9.583333333333334,800.4166666666666
2020-12-08,-28800.0,37.774929,-122.419415,287.55583333333334,,276.6716666666667,286.2870833333333,286.67041666666665,288.30541666666664,1021.4166666666666,,,49.625,2.7075,67.95833333333333,0.45,,,,,0.0,800.0
2020-12-09,-28800.0,37.774929,-122.419415,285.3279166666667,,278.0233333333333,284.2345833333333,284.375,286.31541666666664,1019.5416666666666,,,63.541666666666664,2.3425,118.875,3.1300000000000003,,,,,43.25,801.9583333333334
2020-12-10,-28800.0,37.774929,-122.419415,285.02833333333336,,279.40958333333333,284.4266666666667,284.01208333333335,286.0416666666667,1016.375,,,69.70833333333333,1.8916666666666666,285.2916666666667,3.465,,,,,53.791666666666664,802.2916666666666
2020-12-11,-28800.0,37.774929,-122.419415,283.6525,,280.33,282.7758333333333,282.68625000000003,284.5175,1021.0416666666666,,,80.375,1.7816666666666665,282.2916666666667,2.73875,,,,,70.0,802.9583333333334
2020-12-12,-28800.0,37.774929,-122.419415,285.56916666666666,,283.4025,285.14166666666665,285.0158333333333,286.22791666666666,1019.5833333333334,,,87.08333333333333,1.2425,193.04166666666666,2.683181818181818,1.3591666666666666,,,,99.45833333333333,652.25
2020-12-13,-28800.0,37.774929,-122.419415,285.1816666666667,,283.3279166666667,284.7545833333333,284.4845833333333,285.75791666666663,1021.1666666666666,,,88.58333333333333,1.1233333333333333,140.70833333333334,2.446842105263158,2.21,,,,95.625,665.0
2020-12-14,-28800.0,37.774929,-122.419415,283.5729166666667,,280.70416666666665,282.66291666666666,282.67541666666665,284.3041666666667,1023.8333333333334,,,83.08333333333333,1.83,259.7916666666667,2.5523529411764705,0.34,,,,14.833333333333334,762.75
2020-12-15,-28800.0,37.774929,-122.419415,282.79125,,280.0491666666667,281.9945833333333,281.61,283.83208333333334,1026.0,,,83.45833333333333,1.5200000000000002,282.4166666666667,1.9366666666666668,,,,,60.625,802.8333333333334
2020-12-16,-28800.0,37.774929,-122.419415,283.11875000000003,,280.3933333333334,282.31625,282.0825,284.13666666666666,1025.2083333333333,,,83.375,1.425,176.95833333333334,1.61,,,,,69.04166666666667,803.0833333333334
2020-12-17,-28800.0,37.774929,-122.419415,285.72125,,282.93666666666667,285.21875,285.2183333333333,286.3233333333333,1017.5,,,83.625,1.17375,235.83333333333334,3.191363636363637,2.9979999999999998,,,,59.958333333333336,739.5833333333334
2020-12-18,-28800.0,37.774929,-122.419415,283.20750000000004,,278.565,282.3666666666667,282.3304166666667,284.1304166666667,1023.3333333333334,,,74.25,1.3916666666666666,249.66666666666666,1.6560000000000001,,,,,6.458333333333333,800.25
2020-12-19,-28800.0,37.774929,-122.419415,281.95458333333335,,279.11625,281.1225,280.9558333333333,282.9583333333333,1028.1666666666667,,,83.83333333333333,1.4920833333333334,240.66666666666666,3.075,,,,,37.416666666666664,801.5416666666666
2020-12-20,-28800.0,37.774929,-122.419415,281.9895833333333,,279.6275,280.92125,280.9279166666667,283.07,1027.5833333333333,,,85.83333333333333,1.9704166666666667,133.16666666666666,2.35,,,,,46.0,801.9166666666666
2020-12-21,-28800.0,37.774929,-122.419415,281.49625,,279.35125,279.99791666666664,280.44458333333336,282.6333333333333,1020.5833333333334,,,87.20833333333333,2.02875,155.54166666666666,2.3475,,,,,52.083333333333336,802.2083333333334
2020-12-22,-28800.0,37.774929,-122.419415,283.43625000000003,,280.45875,282.44374999999997,282.31333333333333,284.4975,1020.125,,,82.95833333333333,1.7804166666666668,189.70833333333334,2.4907142857142857,,,,,38.833333333333336,801.75
2020-12-23,-28800.0,37.774929,-122.419415,283.0933333333333,,275.98625,281.75875,282.10499999999996,284.0416666666667,1023.0833333333334,,,63.708333333333336,2.1529166666666666,167.95833333333334,3.205,,,,,11.666666666666666,800.5416666666666
2020-12-24,-28800.0,37.774929,-122.419415,281.9483333333333,,276.58125,281.35125,280.38166666666666,283.24375000000003,1023.9166666666666,,,70.66666666666667,1.26625,168.41666666666666,1.9905000000000002,,,,,96.29166666666667,803.9583333333334
2020-12-25,-28800.0,37.774929,-122.419415,283.50083333333333,,279.56666666666666,282.39958333333334,282.4458333333333,284.39166666666665,1020.0416666666666,,,76.91666666666667,2.9266666666666663,131.5,3.936,0.66,,,,85.375,727.625
2020-12-26,-28800.0,37.774929,-122.419415,286.3570833333333,,284.27208333333334,286.01625,285.79833333333335,286.8541666666667,1021.0,,,87.41666666666667,1.20875,227.16666666666666,3.763333333333333,1.252857142857143,,,,72.5,714.6666666666666
2020-12-27,-28800.0,37.774929,-122.419415,283.16041666666666,,280.7579166666667,282.39708333333334,282.2245833333333,283.97541666666666,1017.7916666666666,,,85.58333333333333,1.5433333333333332,219.70833333333334,2.0442857142857145,,,,,87.75,803.6666666666666
2020-12-28,-28800.0,37.774929,-122.419415,283.81874999999997,,280.41041666666666,283.095,283.1695833333333,284.42541666666665,1008.1666666666666,,,79.66666666666667,1.3945833333333333,130.58333333333334,3.0855,0.5111111111111111,,,,93.25,689.875
2020-12-29,-28800.0,37.774929,-122.419415,282.565,,279.66791666666666,281.9658333333333,281.69625,283.44625,1019.7916666666666,,,83.125,1.2941666666666667,200.25,1.61,0.25,,,,24.583333333333332,788.5416666666666
2020-12-30,-28800.0,37.774929,-122.419415,281.7091666666667,,279.05625000000003,281.08583333333337,280.41333333333336,282.84708333333333,1027.125,,,84.625,1.3666666666666665,254.54166666666666,2.5557142857142856,,,,,89.375,803.6666666666666
2020-12-31,-28800.0,37.774929,-122.419415,284.35166666666663,,281.47291666666666,283.61125,283.62958333333336,285.14708333333334,1023.2916666666666,,,82.91666666666667,1.49125,276.1666666666667,2.5657894736842106,0.35833333333333334,,,,56.0,726.5833333333334
2021-01-01,-28800.0,37.774929,-122.419415,282.84,,280.64166666666665,282.09999999999997,281.79749999999996,283.8020833333333,1020.875,,,86.79166666666667,1.4925,224.54166666666666,2.4285714285714284,,,,,47.541666666666664,802.2916666666666
2021-01-02,-28800.0,37.774929,-122.419415,284.08583333333337,,282.65749999999997,283.6091666666667,283.44083333333333,284.7341666666667,1023.3333333333334,,,90.95833333333333,1.3545833333333333,141.29166666666666,1.5436363636363637,0.6311111111111111,,,,93.83333333333333,689.9583333333334
2021-01-03,-28800.0,37.774929,-122.419415,284.31541666666664,,283.385,283.9425,283.91041666666666,284.8329166666667,1024.1666666666667,,,94.0,0.6879166666666667,193.54166666666666,1.49,0.25,,,,99.125,791.3333333333334
2021-01-04,-28800.0,37.774929,-122.419415,285.4108333333333,,284.18916666666667,285.1033333333333,284.81166666666667,286.03541666666666,1020.2916666666666,,,92.33333333333333,1.9487500000000002,186.66666666666666,3.9491666666666667,1.425,,,,88.625,702.8333333333334
2021-01-05,-28800.0,37.774929,-122.419415,282.61291666666665,,280.855,282.0225,281.7029166666667,283.38708333333335,1024.4583333333333,,,89.125,1.4566666666666668,223.625,2.2363636363636363,0.25,,,,52.375,789.6666666666666
2021-01-06,-28800.0,37.774929,-122.419415,281.4579166666667,,280.21958333333333,280.8441666666667,280.53416666666664,282.38458333333335,1023.4583333333334,,,92.29166666666667,1.31375,129.83333333333334,1.675,0.665,,,,75.29166666666667,777.9166666666666
2021-01-07,-28800.0,37.774929,-122.419415,283.02000000000004,,281.34583333333336,281.8633333333333,282.29583333333335,283.7058333333333,1023.9166666666666,,,89.58333333333333,2.558333333333333,88.66666666666667,1.34,0.14,,,,94.95833333333333,791.2916666666666
2021-01-08,-28800.0,37.774929,-122.419415,283.35875,,281.7445833333333,282.64875,282.4325,284.2033333333333,1023.375,,,89.91666666666667,1.7020833333333334,174.58333333333334,2.058,0.5225,,,,80.70833333333333,752.7083333333334
2021-01-09,-28800.0,37.774929,-122.419415,282.60625,,280.1454166666667,281.71541666666667,281.6325,283.6245833333333,1025.25,,,86.16666666666667,1.6641666666666666,191.83333333333334,1.852857142857143,,,,,34.208333333333336,801.625
2021-01-10,-28800.0,37.774929,-122.419415,282.5879166666667,,280.1558333333333,282.0258333333333,281.3358333333333,283.6775,1024.625,,,85.20833333333333,1.2308333333333332,173.625,2.638,0.135,,,,67.45833333333333,777.4583333333334
2021-01-11,-28800.0,37.774929,-122.419415,282.80375,,280.55041666666665,282.11083333333335,281.9895833333333,283.5833333333333,1024.7916666666667,,,86.41666666666667,1.3691666666666666,116.70833333333333,2.192,,,,,97.125,803.9583333333334
2021-01-12,-28800.0,37.774929,-122.419415,283.7325,,281.64416666666665,283.2545833333333,282.8620833333333,284.6016666666667,1024.5416666666667,,,87.5,1.2033333333333334,214.75,2.326,,,,,99.41666666666667,804.0
2021-01-13,-28800.0,37.774929,-122.419415,285.71083333333337,,283.59499999999997,285.35375,284.99125,286.40458333333333,1027.9166666666667,,,87.29166666666667,0.9766666666666667,178.625,1.61,,,,,97.66666666666667,804.0
2021-01-14,-28800.0,37.774929,-122.419415,286.2058333333333,,284.4479166666667,285.86875000000003,285.4420833333333,286.885,1027.1666666666667,,,89.70833333333333,2.3158333333333334,153.79166666666666,2.502,,,,,79.79166666666667,803.2916666666666
2021-01-15,-28800.0,37.774929,-122.419415,285.09375,,283.27333333333337,284.52500000000003,284.24875000000003,285.9508333333333,1026.3333333333333,,,89.375,1.7533333333333332,222.08333333333334,1.64,0.25,,,,62.333333333333336,790.0
2021-01-16,-28800.0,37.774929,-122.419415,286.58166666666665,,283.34499999999997,286.0308333333333,285.55041666666665,287.47166666666664,1023.0,,,81.54166666666667,1.9904166666666665,300.4583333333333,2.6816666666666666,,,,,52.375,802.2083333333334
2021-01-17,-28800.0,37.774929,-122.419415,287.07375,,283.48291666666665,286.63124999999997,285.99625,288.02166666666665,1019.9166666666666,,,80.83333333333333,1.6666666666666667,178.75,0.89,,,,,10.833333333333334,800.5833333333334
2021-01-18,-28800.0,37.774929,-122.419415,289.7475,,280.64125,289.05333333333334,288.76916666666665,290.68458333333336,1014.9583333333334,,,60.875,2.7470833333333338,199.45833333333334,2.3833333333333333,,,,,22.291666666666668,801.0
2021-01-19,-28800.0,37.774929,-122.419415,290.06333333333333,,271.59708333333333,288.5445833333333,289.35291666666666,290.64375,1013.3333333333334,,,28.125,4.7804166666666665,88.75,8.016,,,,,15.166666666666666,800.7916666666666
2021-01-20,-28800.0,37.774929,-122.419415,286.5079166666667,,272.9533333333333,285.0495833333334,285.6325,287.28791666666666,1018.2083333333334,,,41.0,2.19375,82.83333333333333,3.4499999999999997,,,,,0.0,800.0
2021-01-21,-28800.0,37.774929,-122.419415,283.06041666666664,,277.5204166666667,282.4375,281.76916666666665,284.3933333333334,1018.625,,,72.04166666666667,1.2079166666666667,264.875,2.84875,,,,,25.583333333333332,801.125
2021-01-22,-28800.0,37.774929,-122.419415,283.86583333333334,,281.0670833333333,283.06333333333333,283.20416666666665,284.5541666666667,1013.8333333333334,,,82.91666666666667,1.49875,242.625,2.942105263157895,0.8029999999999999,,,,76.58333333333333,677.25
2021-01-23,-28800.0,37.774929,-122.419415,282.56166666666667,,279.9275,281.5133333333333,281.715,283.37,1013.25,,,84.29166666666667,1.9154166666666665,219.375,2.325,0.25,,,,31.791666666666668,789.2083333333334
2021-01-24,-28800.0,37.774929,-122.419415,282.3079166666667,,279.59291666666667,281.31916666666666,281.29333333333335,283.22333333333336,1013.7083333333334,,,83.29166666666667,1.7608333333333333,282.0833333333333,3.6666666666666665,0.42500000000000004,,,,44.875,751.25
2021-01-25,-28800.0,37.774929,-122.419415,281.73583333333335,,276.79041666666666,280.72999999999996,280.9266666666667,282.35125,1010.3333333333334,,,71.83333333333333,2.1129166666666666,303.4166666666667,5.383478260869565,0.9475,,,,23.041666666666668,750.5833333333334
2021-01-26,-28800.0,37.774929,-122.419415,280.2233333333333,,275.50791666666663,278.90875,279.09458333333333,281.09375,1012.5833333333334,,,72.25,2.1416666666666666,263.5,3.927857142857143,0.22,,,,34.166666666666664,776.0833333333334
