date_local,CO,CO_percent,NO2,NO2_percent,temp,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,OZONE,PM2.5,Number,Category_Name,Ozone,AQI_Category
2016-09-25,23.0,96.0,23.0,96.0,294.8854166666667,287.86,294.7816666666667,294.09625,295.7595833333333,1017.0,70.25,2.2066666666666666,172.375,,,,,,0.4583333333333333,45.0,,1.0,Good,,
2016-09-26,23.0,96.0,23.0,96.0,297.15500000000003,287.12083333333334,296.96583333333336,296.01958333333334,298.13291666666663,1014.8333333333334,56.208333333333336,1.8616666666666664,225.0,,,,,,0.0,58.0,,2.0,Moderate,,
2016-09-27,23.0,96.0,23.0,96.0,294.86333333333334,287.9329166666667,294.94416666666666,293.94416666666666,295.7704166666667,1012.6666666666666,66.70833333333333,2.047083333333333,271.4583333333333,,,,,,5.041666666666667,20.0,,1.0,Good,,
2016-09-28,23.0,96.0,23.0,96.0,290.6120833333333,288.32041666666663,290.69541666666663,290.0670833333333,291.15375,1011.6666666666666,87.33333333333333,2.5933333333333333,248.58333333333337,,,,,,44.66666666666666,31.0,25.0,1.0,Good,,
2016-09-29,23.0,96.0,23.0,96.0,288.40625,286.37208333333336,288.2870833333333,287.9733333333333,288.86291666666665,1016.125,88.08333333333333,3.859166666666667,263.0833333333333,,,,,,75.29166666666667,32.0,53.0,1.5,Good,,
2016-09-30,23.0,96.0,23.0,96.0,288.0808333333334,285.1075,287.79875,287.4170833333333,288.8075,1019.25,83.04166666666667,5.117916666666667,283.4166666666667,,,,,,38.708333333333336,31.0,47.0,1.0,Good,,
2016-10-01,23.0,96.0,23.0,96.0,289.05,285.0183333333334,288.7295833333333,288.24708333333336,289.8854166666667,1019.5416666666666,77.875,4.693333333333333,287.7916666666667,,,,,,4.916666666666667,33.0,32.0,1.0,Good,,
2016-10-02,23.0,96.0,23.0,96.0,289.2241666666667,286.43416666666667,289.0754166666666,288.5475,289.985,1017.5833333333334,83.83333333333333,4.486666666666666,275.4583333333333,,,,,,17.708333333333332,33.0,32.0,1.0,Good,,
2016-10-03,23.0,96.0,23.0,96.0,287.79833333333335,285.63208333333336,287.59666666666664,287.0829166666667,288.44541666666663,1018.2083333333334,87.25,3.3016666666666663,210.08333333333337,,0.24,,,,65.79166666666667,29.0,33.0,1.0,Good,,
2016-10-04,23.0,96.0,23.0,96.0,289.90125,285.59291666666667,289.6145833333333,289.31583333333333,290.4725,1016.2916666666666,75.91666666666667,2.5479166666666666,152.66666666666666,,0.11,,,,60.5,29.0,27.0,1.0,Good,,
2016-10-05,23.0,96.0,23.0,96.0,289.57666666666665,284.67291666666665,289.19666666666666,288.77958333333333,290.4508333333333,1017.0833333333334,73.58333333333333,4.855416666666667,308.5416666666667,,,,,,0.2083333333333333,28.0,38.0,1.0,Good,,
2016-10-06,23.0,96.0,23.0,96.0,290.02958333333333,285.65541666666667,289.77416666666664,289.255,290.91333333333336,1017.5416666666666,76.625,2.9912499999999995,306.4583333333333,,,,,,11.625,25.0,35.0,1.0,Good,,
2016-10-07,23.0,96.0,23.0,96.0,291.05541666666664,285.2575,290.7866666666667,290.16125,291.95416666666665,1015.6666666666666,72.375,2.178333333333333,208.66666666666663,,,,,,90.83333333333331,26.0,47.0,1.0,Good,,
2016-10-08,23.0,96.0,23.0,96.0,293.16541666666666,285.4025,292.91333333333336,292.0491666666667,294.2395833333333,1012.9166666666666,64.04166666666667,1.7441666666666666,227.625,,,,,,26.916666666666668,43.0,47.0,1.0,Good,,
2016-10-09,24.0,100.0,23.0,96.0,291.6720833333333,287.5104166666667,291.6775,290.845,292.5529166666667,1013.25,79.29166666666667,1.5045833333333334,245.5,,,,,,10.541666666666666,36.0,39.0,1.0,Good,,
2016-10-10,23.0,96.0,23.0,96.0,288.9420833333333,286.18333333333334,288.78583333333336,288.3591666666667,289.54,1014.625,84.625,2.239583333333333,266.375,,,,,,74.75,37.0,28.0,1.0,Good,,
2016-10-11,23.0,96.0,23.0,96.0,287.93583333333333,285.15208333333334,287.65791666666667,287.47583333333336,288.36541666666665,1016.5833333333334,83.79166666666667,3.0908333333333338,236.25,,,,,,48.25,38.0,28.0,1.0,Good,,
2016-10-12,23.0,96.0,23.0,96.0,288.04041666666666,286.0325,287.88208333333336,287.49083333333334,288.7083333333333,1017.9583333333334,88.0,2.889583333333333,268.8333333333333,,,,,,95.54166666666669,27.0,11.0,1.0,Good,,
2016-10-13,23.0,96.0,23.0,96.0,288.2875,286.12625,288.13625,287.54875,289.06666666666666,1017.8333333333334,87.29166666666667,2.435416666666667,236.375,,,,,,80.33333333333333,21.0,9.0,1.0,Good,,
2016-10-14,22.0,92.0,22.0,92.0,290.82625,289.0841666666667,290.99208333333337,289.8754166666667,291.38291666666663,1014.125,89.66666666666667,4.762083333333334,201.16666666666663,,1.6053846153846154,,,,99.75,33.0,11.0,1.0,Good,,
2016-10-15,23.0,96.0,23.0,96.0,289.35083333333336,288.2858333333333,289.47166666666664,288.64875,289.99291666666664,1012.9583333333334,93.66666666666669,3.482083333333333,201.0,,0.12,,,,89.91666666666667,31.0,14.0,1.0,Good,,
2016-10-16,24.0,100.0,23.0,96.0,290.13291666666663,289.4225,290.38416666666666,289.34458333333333,290.7683333333333,1009.75,95.625,3.410833333333333,204.33333333333337,,0.739375,,,,95.58333333333331,35.0,18.0,1.0,Good,,
2016-10-17,24.0,100.0,23.0,96.0,289.7629166666667,287.6125,289.7583333333333,289.20375,290.2,1013.5833333333334,87.29166666666667,4.006666666666667,243.79166666666663,,0.27875,,,,40.5,36.0,37.0,1.0,Good,,
2016-10-18,24.0,100.0,23.0,96.0,288.88208333333336,286.24,288.7275,288.1070833333333,289.77416666666664,1020.0,84.875,2.5820833333333333,285.9166666666667,,,,,,9.25,28.0,28.0,1.0,Good,,
2016-10-19,23.0,96.0,23.0,96.0,289.7083333333333,285.16541666666666,289.38666666666666,289.12583333333333,290.3870833333333,1021.625,75.33333333333333,3.172916666666667,286.875,,,,,,29.5,25.0,47.0,1.0,Good,,
2016-10-20,23.0,96.0,23.0,96.0,290.0145833333333,286.69875,289.90291666666667,289.24083333333334,290.8925,1019.875,82.20833333333333,2.089583333333333,300.2083333333333,,,,,,15.458333333333334,21.0,41.0,1.0,Good,,
2016-10-21,22.0,92.0,22.0,92.0,290.5729166666667,288.5783333333333,290.6879166666667,289.74708333333336,291.4770833333333,1015.2916666666666,88.70833333333333,2.7429166666666664,302.5833333333333,,,,,,33.875,20.0,44.0,1.0,Good,,
2016-10-22,24.0,100.0,23.0,96.0,289.46750000000003,286.6608333333333,289.34625,288.58208333333334,290.40166666666664,1012.2083333333334,83.91666666666667,3.15875,293.625,,,,,,69.91666666666667,28.0,36.0,1.0,Good,,
2016-10-23,23.0,96.0,23.0,96.0,287.83125,285.21458333333334,287.5745833333333,287.02708333333334,288.7108333333333,1012.625,85.04166666666667,2.009583333333333,267.375,,,,,,70.79166666666667,41.0,33.0,1.0,Good,,
2016-10-24,24.0,100.0,23.0,96.0,289.9420833333333,286.7054166666667,289.80583333333334,289.22041666666667,290.4591666666667,1013.0416666666666,81.5,5.59125,180.41666666666663,,0.29,,,,94.875,30.0,33.0,1.0,Good,,
2016-10-25,23.0,96.0,23.0,96.0,290.8304166666667,288.43541666666664,290.89958333333334,290.0254166666667,291.33208333333334,1015.6666666666666,85.95833333333333,6.067083333333334,167.70833333333334,,1.2377272727272728,,,,97.95833333333331,22.0,14.0,1.0,Good,,
2016-10-26,23.0,96.0,23.0,96.0,290.78125,288.3029166666667,290.8341666666667,289.9508333333333,291.5545833333333,1016.5416666666666,85.58333333333333,3.4620833333333336,182.33333333333337,,,,,,42.16666666666666,20.0,11.0,1.0,Good,,
2016-10-27,23.0,96.0,23.0,96.0,289.48541666666665,287.28791666666666,289.44541666666663,288.9183333333333,289.9579166666667,1014.5833333333334,86.95833333333333,1.9704166666666667,155.29166666666666,,0.8936363636363637,,,,84.83333333333333,12.0,25.0,1.0,Good,,
2016-10-28,24.0,100.0,23.0,96.0,289.98291666666665,289.1058333333333,290.19125,289.4775,290.37125,1012.0833333333334,94.58333333333331,2.4604166666666667,153.0,,1.1152173913043475,,,,98.16666666666669,27.0,16.0,1.0,Good,,
2016-10-29,24.0,100.0,23.0,96.0,290.8341666666667,289.85,291.1154166666667,290.01875,291.375,1013.875,94.08333333333331,2.794166666666667,181.75,,0.5750000000000001,,,,57.5,28.0,9.0,1.0,Good,,
2016-10-30,24.0,100.0,23.0,96.0,289.65541666666667,287.7233333333333,289.6708333333333,289.13916666666665,290.1958333333333,1011.4166666666666,88.45833333333333,5.260833333333333,183.41666666666663,,1.205,,,,55.625,37.0,16.0,1.0,Good,,
2016-10-31,24.0,100.0,23.0,96.0,288.04625,286.0370833333333,287.89125,287.29041666666666,288.6083333333333,1017.2083333333334,88.08333333333333,2.9179166666666667,198.625,,0.1149999999999999,,,,44.458333333333336,33.0,29.0,1.0,Good,,
2016-11-01,23.0,96.0,23.0,96.0,288.6766666666667,285.73,288.4470833333333,288.07625,289.1475,1016.6666666666666,82.79166666666667,4.092083333333334,257.2083333333333,,0.319,,,,56.208333333333336,34.0,44.0,1.0,Good,,
2016-11-02,23.0,96.0,23.0,96.0,287.10625,284.45125,286.7704166666667,286.2545833333333,287.8858333333333,1020.9166666666666,84.70833333333333,2.154583333333333,183.95833333333337,,,,,,6.333333333333333,24.0,49.0,1.0,Good,,
2016-11-03,24.0,100.0,23.0,96.0,287.75875,285.27916666666664,287.43125000000003,287.03208333333333,288.4816666666666,1021.4583333333334,86.04166666666667,2.4795833333333333,126.04166666666669,,,,,,23.541666666666668,19.0,42.0,1.0,Good,,
2016-11-04,23.0,96.0,23.0,96.0,288.3616666666667,285.54125,288.1275,287.4558333333334,289.3170833333333,1019.5416666666666,83.875,2.1083333333333334,61.75,,,,,,67.41666666666667,27.0,60.0,1.5,Good,,
2016-11-05,24.0,100.0,23.0,96.0,287.6345833333333,286.13375,287.53916666666663,286.8183333333333,288.4183333333333,1019.375,91.04166666666669,1.8716666666666668,285.5,,,,,,54.375,21.0,52.0,1.5,Good,,
2016-11-06,24.0,100.0,23.0,96.0,289.9558333333334,288.67291666666665,290.09875,289.32041666666663,290.6683333333333,1018.4166666666666,92.20833333333331,1.924583333333333,210.875,,,,,,94.79166666666669,20.0,25.0,1.0,Good,,
2016-11-07,24.0,100.0,23.0,96.0,289.62791666666664,288.38625,289.75375,289.17,290.09083333333336,1020.2083333333334,92.75,1.3191666666666666,126.70833333333331,,,,,,97.66666666666669,17.0,42.0,1.0,Good,,
2016-11-08,24.0,100.0,23.0,96.0,290.1,288.47583333333336,290.2133333333333,289.42833333333334,290.75666666666666,1020.125,90.45833333333331,1.4279166666666667,104.75,,,,,,83.33333333333333,26.0,27.0,1.0,Good,,
2016-11-09,24.0,100.0,23.0,96.0,289.9454166666667,288.4470833333333,290.0629166666667,289.20750000000004,290.695,1019.5416666666666,91.25,1.9408333333333327,181.58333333333337,,,,,,73.75,20.0,54.0,1.5,Good,,
2016-11-10,23.0,96.0,23.0,96.0,290.1191666666667,288.88666666666666,290.29625,289.3975,290.86791666666664,1017.0,92.875,1.6466666666666667,188.45833333333337,,,,,,45.875,18.0,54.0,1.5,Good,,
2016-11-11,23.0,96.0,23.0,96.0,289.72125,288.81625,289.9066666666667,289.0629166666667,290.4158333333333,1017.1666666666666,94.70833333333331,1.17625,210.625,,,,,,59.625,26.0,57.0,1.5,Good,,
2016-11-12,24.0,100.0,23.0,96.0,290.53916666666663,288.9120833333333,290.6925,289.97,291.1575,1019.25,90.33333333333331,1.6395833333333334,219.83333333333337,,,,,,81.70833333333333,27.0,32.0,1.0,Good,,
2016-11-13,23.0,96.0,23.0,96.0,288.87291666666664,287.48875,288.8966666666667,288.21375,289.5620833333333,1020.8333333333334,91.75,1.6333333333333335,201.75,,,,,,48.875,25.0,53.0,1.5,Good,,
2016-11-14,24.0,100.0,23.0,96.0,287.78375,287.055,287.7995833333333,287.08666666666664,288.53375,1021.4583333333334,95.625,1.7391666666666667,248.58333333333337,,,,,,46.375,25.0,,1.0,Good,,
2016-11-15,23.0,96.0,23.0,96.0,288.485,287.4770833333333,288.52333333333337,287.84791666666666,289.1975,1020.0416666666666,93.79166666666669,2.6491666666666664,250.5,,0.11,,,,70.83333333333333,32.0,,1.0,Good,,
2016-11-16,18.0,75.0,18.0,75.0,286.6370833333333,282.20958333333334,285.99666666666667,285.8875,287.31125000000003,1018.875,74.875,4.85875,305.875,,,,,,38.25,31.0,56.0,1.5,Moderate,,
2016-11-17,24.0,100.0,23.0,96.0,283.98,279.8279166666667,283.07666666666665,282.9145833333333,285.01958333333334,1019.125,76.375,2.745416666666667,265.25,,,,,,0.1666666666666666,20.0,59.0,1.5,Moderate,,
2016-11-18,24.0,100.0,23.0,96.0,284.6708333333333,279.1720833333333,283.3475,283.4920833333333,285.78458333333333,1017.0,70.0,2.9570833333333333,133.25,,,,,,10.0,37.0,59.0,1.5,Good,,
2016-11-19,24.0,100.0,23.0,96.0,287.73291666666665,284.7129166666667,287.3983333333333,287.21875,288.3495833333333,1013.0833333333334,82.375,5.784166666666667,167.5,,0.9784615384615384,,,,67.79166666666667,31.0,53.0,1.5,Good,,
2016-11-20,23.0,96.0,23.0,96.0,287.78000000000003,286.56666666666666,287.7141666666667,287.2808333333333,288.345,1013.2083333333334,92.45833333333331,3.445,180.625,,0.41125,,,,86.04166666666667,27.0,56.0,1.5,Good,,
2016-11-21,23.0,96.0,23.0,96.0,286.22875,284.66625,285.95750000000004,285.40208333333334,286.92541666666665,1015.125,90.54166666666669,2.7579166666666666,293.875,,,,,,47.29166666666666,27.0,57.0,1.5,Good,,
2016-11-22,24.0,100.0,23.0,96.0,284.73583333333335,282.7775,284.37291666666664,283.7775,285.58666666666664,1020.9166666666666,88.16666666666667,2.275416666666666,219.20833333333337,,,,,,51.333333333333336,30.0,57.0,1.5,Good,,
2016-11-23,23.0,96.0,23.0,96.0,285.71625,282.24333333333334,285.0420833333333,284.9316666666667,286.45916666666665,1022.875,79.70833333333333,2.8054166666666664,253.75,,0.8,,,,45.79166666666666,29.0,58.0,1.5,Good,,
2016-11-24,24.0,100.0,23.0,96.0,282.95708333333334,279.57958333333335,282.0620833333333,282.04,283.78458333333333,1026.5833333333333,80.29166666666667,2.2641666666666667,174.16666666666666,,,,,,28.08333333333333,26.0,60.0,1.5,Moderate,,
2016-11-25,23.0,96.0,23.0,96.0,283.23625,280.2866666666667,282.06083333333333,282.0783333333333,284.36125,1020.125,82.25,2.3875,186.08333333333337,,,,,,92.25,33.0,64.0,1.5,Good,,
2016-11-26,23.0,96.0,23.0,96.0,285.18416666666667,282.68041666666664,284.65541666666667,284.3691666666667,285.8654166666667,1011.9583333333334,84.70833333333333,4.8637500000000005,175.125,,1.477692307692308,,,,87.45833333333333,36.0,54.0,1.5,Good,,
2016-11-27,24.0,100.0,23.0,96.0,285.1154166666667,281.925,284.48791666666665,284.5541666666667,285.615,1014.7083333333334,81.20833333333333,5.8741666666666665,292.5833333333333,,0.635,,,,76.91666666666667,34.0,53.0,1.5,Good,,
2016-11-28,24.0,100.0,23.0,96.0,285.91791666666666,282.345,285.3183333333333,285.2654166666667,286.53583333333336,1017.7916666666666,79.16666666666667,4.320833333333334,272.0416666666667,,0.2425,,,,83.70833333333333,28.0,55.0,1.5,Good,,
2016-11-29,23.0,96.0,23.0,96.0,284.06541666666664,279.5891666666667,282.77625,283.0833333333333,285.0058333333333,1018.5833333333334,74.66666666666667,3.2216666666666662,279.625,,,,,,12.875,20.0,56.0,1.5,Good,,
2016-11-30,23.0,96.0,23.0,96.0,283.4058333333333,280.9579166666667,282.79541666666665,282.4245833333333,284.47541666666666,1020.3333333333334,85.41666666666667,1.81,257.7083333333333,,0.115,,,,56.375,14.0,57.0,1.5,Moderate,,
2016-12-01,24.0,100.0,23.0,96.0,283.3229166666667,279.90500000000003,282.2058333333334,282.3908333333333,284.12583333333333,1019.5,80.375,2.56875,307.5,,,,,,45.66666666666666,29.0,53.0,1.5,Moderate,,
2016-12-02,24.0,100.0,23.0,96.0,285.1,276.7920833333333,283.53541666666666,284.1670833333333,286.03458333333333,1021.625,57.708333333333336,4.794583333333333,225.70833333333337,,,,,,11.208333333333334,25.0,55.0,1.5,Good,,
2016-12-03,24.0,100.0,23.0,96.0,284.10291666666666,279.3208333333333,283.4145833333333,283.125,285.08750000000003,1023.4166666666666,73.29166666666667,2.310833333333333,208.45833333333337,,,,,,20.375,19.0,62.0,1.5,Good,,
2016-12-04,24.0,100.0,23.0,96.0,282.82166666666666,281.37625,282.1383333333333,281.62416666666667,284.0441666666667,1022.0,91.25,2.19625,313.9583333333333,,,,,,78.625,23.0,60.0,1.5,Good,,
2016-12-05,23.0,96.0,23.0,96.0,284.3279166666667,282.46625,283.4633333333333,283.53291666666667,285.15500000000003,1019.375,88.5,3.5079166666666666,313.3333333333333,,,,,,78.125,18.0,55.0,1.5,Good,,
2016-12-07,10.0,42.0,15.0,63.0,280.59791666666666,276.95166666666665,278.50916666666666,279.75416666666666,281.3433333333333,1020.3333333333334,78.125,3.5354166666666664,179.75,,0.6033333333333334,,,,80.54166666666667,21.0,,1.0,Good,,
2016-12-08,23.0,96.0,23.0,96.0,283.5675,281.84458333333333,282.0208333333333,282.5520833333333,284.5075,1018.4583333333334,89.20833333333333,4.204583333333333,107.375,,0.6379166666666667,,,,99.95833333333331,14.0,42.0,1.0,Good,,
2016-12-09,23.0,96.0,23.0,96.0,287.1658333333333,286.31708333333336,287.09458333333333,286.76166666666666,287.62,1022.0416666666666,94.66666666666669,2.814583333333333,179.95833333333334,,0.14125,,,,97.0,,20.0,1.0,Good,,
2016-12-10,24.0,100.0,23.0,96.0,288.4225,287.8391666666667,288.52125,287.5770833333333,288.86125,1019.2916666666666,96.33333333333331,5.15,201.95833333333337,,1.1066666666666665,,,,96.91666666666669,22.0,,1.0,Good,,
2016-12-11,24.0,100.0,23.0,96.0,283.87333333333333,281.33583333333337,282.8225,283.14125,284.50625,1020.75,84.58333333333333,3.0075000000000003,304.9166666666667,,0.375,,,,97.75,20.0,40.0,1.0,Good,,
2016-12-12,23.0,96.0,23.0,96.0,283.55,279.965,282.92,282.8654166666667,284.2366666666667,1020.9166666666666,78.70833333333333,1.6908333333333332,217.58333333333337,,,,,,98.25,15.0,52.0,1.5,Good,,
2016-12-13,24.0,100.0,23.0,96.0,283.76166666666666,281.51916666666665,283.28125,283.0520833333333,284.39416666666665,1019.4166666666666,86.20833333333333,1.4891666666666667,73.83333333333333,,0.2733333333333334,,,,94.83333333333331,6.0,64.0,1.5,Good,,
2016-12-14,24.0,100.0,23.0,96.0,286.34875,284.82625,286.08958333333334,285.6120833333334,286.8870833333333,1017.4166666666666,90.58333333333331,3.6675,143.75,,0.2206666666666666,,,,100.0,19.0,51.0,1.5,Good,,
2016-12-15,24.0,100.0,23.0,96.0,288.14458333333334,286.77833333333336,288.08875,287.41375,288.60625,1012.375,91.54166666666669,7.122083333333333,169.83333333333334,,1.0627272727272727,,,,100.0,34.0,19.0,1.0,Good,,
2016-12-16,23.0,96.0,23.0,96.0,284.97,281.13625,283.4975,284.2808333333333,285.4429166666667,1008.875,78.20833333333333,8.143333333333333,278.7083333333333,,2.8975,,,,41.375,31.0,53.0,1.5,Good,,
2016-12-17,24.0,100.0,23.0,96.0,280.3391666666667,275.06333333333333,278.0941666666667,279.35625,281.3220833333333,1021.5,69.91666666666667,4.2995833333333335,324.9583333333333,,,,,,0.125,25.0,56.0,1.5,Moderate,,
2016-12-18,23.0,96.0,23.0,96.0,279.645,273.1670833333333,278.27375,278.7654166666667,280.48541666666665,1026.4583333333333,64.29166666666667,1.9170833333333333,154.875,,,,,,0.125,26.0,61.0,1.5,Good,,
2016-12-19,23.0,96.0,23.0,96.0,279.4320833333333,274.1329166666667,277.68333333333334,278.41291666666666,280.6045833333333,1028.9583333333333,70.0,2.245416666666667,84.125,,,,,,8.666666666666666,18.0,,1.0,Good,,
2016-12-20,24.0,100.0,23.0,96.0,280.71583333333336,276.5325,278.9483333333333,279.5841666666667,281.97541666666666,1026.9166666666667,75.79166666666667,2.5308333333333333,30.791666666666668,,,,,,41.54166666666666,13.0,,1.0,Good,,
2016-12-21,24.0,100.0,23.0,96.0,283.3904166666667,279.54833333333335,282.3258333333333,282.43625000000003,284.3275,1020.75,77.58333333333333,2.4345833333333333,43.75,,,,,,17.041666666666668,17.0,,1.0,Good,,
2016-12-22,23.0,96.0,23.0,96.0,283.2758333333333,279.65708333333333,282.56875,282.2316666666666,284.1670833333333,1016.375,78.75,1.4266666666666667,72.0,,,,,,0.9583333333333334,16.0,,1.0,Good,,
2016-12-23,24.0,100.0,23.0,96.0,283.2,281.67333333333335,282.0808333333334,282.2920833333333,283.99666666666667,1012.5833333333334,90.41666666666669,4.026666666666666,195.58333333333337,,1.4372727272727273,,,,79.66666666666667,32.0,25.0,1.0,Good,,
2016-12-24,23.0,96.0,23.0,96.0,281.38666666666666,277.91333333333336,278.6125,280.53541666666666,282.13416666666666,1011.0416666666666,79.16666666666667,5.830416666666667,306.0833333333333,,0.345,,,,16.875,30.0,17.0,1.0,Good,,
2016-12-25,23.0,96.0,23.0,96.0,279.64875,275.60083333333336,277.48041666666666,278.5145833333333,280.83458333333334,1015.9583333333334,76.04166666666667,3.5341666666666662,199.41666666666663,,,,,,43.458333333333336,25.0,49.0,1.0,Good,,
2016-12-26,23.0,96.0,23.0,96.0,279.93666666666667,274.5620833333333,276.8804166666667,278.98041666666666,280.83375,1022.5,69.16666666666667,4.885,61.083333333333336,,,,,,8.666666666666666,24.0,21.0,1.0,Good,,
2016-12-27,23.0,96.0,23.0,96.0,280.1691666666667,274.19916666666666,278.2633333333333,279.28125,281.11041666666665,1027.1666666666667,66.70833333333333,2.651666666666667,38.833333333333336,,,,,,66.75,15.0,47.0,1.0,Good,,
2016-12-28,24.0,100.0,23.0,96.0,280.63208333333336,276.2991666666667,279.05791666666664,279.7191666666667,281.6075,1025.9583333333333,75.33333333333333,2.3225,125.91666666666669,,,,,,27.45833333333333,14.0,52.0,1.5,Good,,
2016-12-29,23.0,96.0,23.0,96.0,281.88375,277.71083333333337,279.9166666666667,280.93833333333333,282.90500000000003,1022.2916666666666,75.41666666666667,3.8204166666666666,47.625,,,,,,8.458333333333334,14.0,70.0,1.5,Good,,
2016-12-30,24.0,100.0,23.0,96.0,281.27416666666664,279.0679166666667,279.9808333333333,280.31125000000003,282.31375,1018.5,86.625,2.3266666666666667,95.33333333333331,,,,,,70.58333333333333,31.0,65.0,1.5,Good,,
2016-12-31,24.0,100.0,23.0,96.0,282.66791666666666,278.9475,281.2941666666667,282.10291666666666,283.30875,1013.375,77.95833333333333,3.706666666666667,197.625,,0.1,,,,15.375,31.0,31.0,1.0,Good,,
2017-01-01,23.0,96.0,23.0,96.0,282.515,278.85625,280.34083333333336,281.7870833333333,283.17041666666665,1013.8333333333334,78.58333333333333,4.79875,288.8333333333333,,,,,,11.541666666666666,35.0,37.0,1.0,Good,,
2017-01-02,24.0,100.0,23.0,96.0,281.3558333333333,277.7004166666667,279.8570833333333,280.71750000000003,281.9875,1015.2083333333334,78.125,3.342916666666667,248.625,,0.1357142857142857,,,,81.75,35.0,22.0,1.0,Good,,
2017-01-03,23.0,96.0,23.0,96.0,282.71125,280.4191666666666,281.3333333333333,282.1354166666667,283.3283333333333,1016.8333333333334,85.79166666666667,4.39,162.75,,0.631,,,,95.41666666666669,32.0,12.0,1.0,Good,,
2017-01-04,24.0,100.0,23.0,96.0,285.61041666666665,284.18416666666667,285.29,285.21791666666667,286.0158333333333,1012.9166666666666,91.08333333333331,5.989999999999999,237.875,,1.2431578947368422,,,,99.95833333333331,24.0,6.0,1.0,Good,,
2017-01-05,23.0,96.0,23.0,96.0,281.77458333333334,277.44083333333333,279.8016666666667,281.1620833333333,282.34375,1015.9583333333334,74.83333333333333,3.5595833333333338,309.0416666666667,,0.3349999999999999,,,,68.95833333333333,26.0,21.0,1.0,Good,,
2017-01-06,23.0,96.0,23.0,96.0,278.7808333333333,272.64166666666665,276.4175,277.7754166666667,279.7925,1018.9583333333334,64.04166666666667,3.1245833333333333,86.08333333333333,,,,,,27.75,25.0,30.0,1.0,Good,,
2017-01-07,24.0,100.0,23.0,96.0,282.88291666666663,280.0266666666667,281.0370833333333,282.0708333333333,283.5495833333334,1014.625,82.75,5.636666666666667,115.20833333333331,,0.8564999999999999,,,,100.0,28.0,21.0,1.0,Good,,
2017-01-08,23.0,96.0,23.0,96.0,288.2775,287.2629166666666,288.29375,287.4004166666667,288.7858333333333,1013.0833333333334,93.70833333333331,8.562083333333334,166.625,,2.012916666666667,,,,100.0,33.0,,1.0,Good,,
2017-01-09,23.0,96.0,23.0,96.0,286.90958333333333,284.99,286.64875,286.26416666666665,287.34875,1014.7083333333334,88.375,5.300833333333333,220.45833333333337,,0.9614285714285716,,,,92.875,39.0,3.0,1.0,Good,,
2017-01-10,23.0,96.0,23.0,96.0,286.6,284.9175,286.33916666666664,286.215,287.07916666666665,1014.7916666666666,89.58333333333333,6.864166666666667,199.83333333333337,,1.03625,,,,99.95833333333331,40.0,9.0,1.0,Good,,
2017-01-11,24.0,100.0,23.0,96.0,285.59541666666667,282.89166666666665,285.08125,285.1920833333333,285.99791666666664,1009.75,83.70833333333333,6.704166666666667,252.33333333333337,,1.6290909090909091,,,,67.08333333333333,35.0,18.0,1.0,Good,,
2017-01-12,24.0,100.0,23.0,96.0,282.3575,279.81375,281.06125000000003,281.8483333333333,282.8645833333333,1012.5416666666666,84.25,2.62,256.0833333333333,,1.1653846153846157,,,,78.29166666666667,27.0,22.0,1.0,Good,,
2017-01-13,24.0,100.0,23.0,96.0,281.16041666666666,278.49083333333334,280.2658333333333,280.1741666666667,282.08208333333334,1018.9166666666666,83.95833333333333,1.64375,126.45833333333331,,,,,,37.91666666666666,17.0,52.0,1.5,Good,,
2017-01-14,23.0,96.0,23.0,96.0,281.61,279.78875,280.96375,280.60083333333336,282.55458333333337,1022.75,89.0,1.6537499999999998,191.70833333333337,,,,,,51.833333333333336,20.0,46.0,1.0,Good,,
2017-01-15,23.0,96.0,23.0,96.0,280.8491666666667,279.56958333333336,279.7108333333333,279.75375,281.9208333333333,1021.0,92.04166666666669,2.005,219.125,,,,,,80.29166666666667,18.0,62.0,1.5,Good,,
2017-01-16,23.0,96.0,23.0,96.0,280.18875,278.5233333333333,279.0408333333333,279.53875,280.79375,1020.7916666666666,89.79166666666667,1.8012499999999998,112.45833333333331,,,,,,52.708333333333336,16.0,70.0,1.5,Moderate,,
2017-01-17,23.0,96.0,23.0,96.0,279.5470833333333,278.0216666666667,277.65833333333336,278.4579166666667,280.60541666666666,1019.7083333333334,90.66666666666669,2.5591666666666666,127.16666666666669,,,,,,58.66666666666666,10.0,84.0,1.5,Good,,
2017-01-18,24.0,100.0,22.0,92.0,282.44416666666666,280.7004166666666,281.36708333333337,281.47583333333336,283.30041666666665,1017.0833333333334,88.95833333333333,4.386666666666667,115.375,,0.8200000000000001,,,,94.375,41.0,61.0,1.5,Good,,
2017-01-19,24.0,100.0,23.0,96.0,284.9116666666667,282.9795833333333,284.44,284.39916666666664,285.4529166666667,1009.3333333333334,88.0,5.5275,232.45833333333337,,1.1295454545454544,,,,64.79166666666667,33.0,40.0,1.0,Good,,
2017-01-20,24.0,100.0,23.0,96.0,284.47541666666666,282.05083333333334,283.88625,284.03375,285.01,999.5,85.125,5.979166666666667,208.04166666666663,,1.466842105263158,,,,93.125,39.0,29.0,1.0,Good,,
