date_local,CO,CO_percent,NO2,NO2_percent,temp,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,OZONE,PM2.5,Number,Category_Name,Ozone,AQI_Category
2015-01-12,24.0,100.0,23.0,96.0,283.5975,282.20416666666665,283.1375,282.6033333333333,284.56083333333333,1022.4583333333334,91.375,1.54125,258.8333333333333,,,,,,78.33333333333333,9.0,56.0,1.5,Good,,
2015-01-13,23.0,96.0,23.0,96.0,284.7958333333333,282.6870833333333,284.35541666666666,283.7391666666667,285.7908333333333,1022.1666666666666,87.875,1.9325,176.20833333333334,,,,,,50.958333333333336,11.0,51.0,1.5,Good,,
2015-01-14,23.0,96.0,23.0,96.0,283.11375000000004,280.5620833333333,281.85291666666666,282.1429166666667,284.1275,1021.625,84.875,2.640833333333333,64.83333333333333,,,,,,20.916666666666668,13.0,83.0,1.5,Moderate,,
2015-01-15,24.0,100.0,23.0,96.0,282.22541666666666,280.51625,281.07625,281.24333333333334,283.17125,1024.9583333333333,89.625,2.33625,61.333333333333336,,,,,,76.95833333333333,9.0,100.0,1.5,Good,,
2015-01-16,22.0,92.0,21.0,88.0,284.2554166666667,282.8645833333333,283.67958333333337,283.40500000000003,285.0433333333333,1024.4583333333333,91.33333333333331,1.8570833333333336,136.66666666666666,,0.1375,,,,91.45833333333331,5.0,94.0,1.5,Good,,
2015-01-17,24.0,100.0,23.0,96.0,285.15416666666664,283.64416666666665,284.77375,284.5833333333333,285.84791666666666,1024.2916666666667,90.54166666666669,2.39625,69.75,,,,,,90.66666666666669,17.0,62.0,1.5,Good,,
2015-01-18,23.0,96.0,23.0,96.0,285.84166666666664,284.80958333333336,285.6075,285.15833333333336,286.66625,1024.875,93.5,1.3058333333333334,142.58333333333334,,,,,,99.08333333333331,7.0,63.0,1.5,Good,,
2015-01-19,24.0,100.0,23.0,96.0,286.2366666666667,285.31041666666664,286.06375,285.6745833333334,286.76666666666665,1024.875,94.33333333333331,1.33375,161.33333333333334,,,,,,93.33333333333331,12.0,55.0,1.5,Good,,
2015-01-20,23.0,96.0,23.0,96.0,284.14958333333334,282.96541666666667,283.8625,283.3666666666667,284.8354166666667,1021.25,92.70833333333331,1.4704166666666667,192.33333333333337,,,,,,82.95833333333333,11.0,60.0,1.5,Moderate,,
2015-01-21,24.0,100.0,23.0,96.0,283.1770833333333,281.1708333333333,282.6575,282.19375,284.075,1019.2916666666666,88.58333333333333,1.5679166666666668,162.66666666666666,,,,,,43.25,11.0,57.0,1.5,Moderate,,
2015-01-22,23.0,96.0,23.0,96.0,283.5254166666667,280.77833333333336,282.33875,282.50166666666667,284.58375,1023.0833333333334,83.95833333333333,2.833333333333333,108.25,,,,,,62.91666666666666,11.0,67.0,1.5,Good,,
2015-01-23,23.0,96.0,23.0,96.0,283.4745833333333,280.3245833333333,282.5108333333333,282.3570833333333,284.58,1026.7916666666667,81.625,2.125833333333333,56.333333333333336,,,,,,17.375,8.0,72.0,1.5,Good,,
2015-01-24,24.0,100.0,23.0,96.0,286.3833333333333,282.58375,285.82166666666666,285.43666666666667,287.22208333333333,1023.2916666666666,78.875,2.7583333333333333,112.70833333333331,,,,,,9.541666666666666,11.0,72.0,1.5,Good,,
2015-01-25,23.0,96.0,23.0,96.0,284.70958333333334,280.88625,283.32875,283.4629166666667,285.9904166666667,1019.4583333333334,78.41666666666667,3.7708333333333335,59.333333333333336,,,,,,11.125,14.0,71.0,1.5,Good,,
2015-01-26,24.0,100.0,23.0,96.0,283.3179166666667,280.18958333333336,281.9841666666667,282.19083333333333,284.44875,1016.5,81.875,2.785833333333333,67.625,,,,,,46.875,8.0,68.0,1.5,Good,,
2015-01-27,24.0,100.0,23.0,96.0,287.18958333333336,284.3495833333333,286.825,286.41333333333336,287.8329166666667,1018.25,83.29166666666667,1.8983333333333337,146.83333333333334,,,,,,93.375,21.0,53.0,1.5,Moderate,,
