date_local,CO,CO_percent,NO2,NO2_percent
2018-04-25,23.0,96.0,23.0,96.0
2018-04-26,23.0,96.0,23.0,96.0
2018-04-27,24.0,100.0,23.0,96.0
2018-04-28,24.0,100.0,23.0,96.0
2018-04-29,23.0,96.0,23.0,96.0
2018-04-30,23.0,96.0,23.0,96.0
2018-05-01,22.0,92.0,22.0,92.0
2018-05-02,23.0,96.0,23.0,96.0
2018-05-03,24.0,100.0,23.0,96.0
2018-05-04,24.0,100.0,23.0,96.0
2018-05-05,23.0,96.0,23.0,96.0
2018-05-06,23.0,96.0,23.0,96.0
2018-05-07,23.0,96.0,23.0,96.0
2018-05-08,23.0,96.0,23.0,96.0
2018-05-09,23.0,96.0,23.0,96.0
2018-05-10,14.0,58.0,17.0,71.0
2018-05-11,24.0,100.0,23.0,96.0
2018-05-12,23.0,96.0,23.0,96.0
2018-05-13,23.0,96.0,23.0,96.0
2018-05-14,23.0,96.0,22.0,92.0
2018-05-15,24.0,100.0,23.0,96.0
2018-05-16,24.0,100.0,23.0,96.0
2018-05-17,22.0,92.0,21.0,88.0
2018-05-18,23.0,96.0,23.0,96.0
2018-05-19,24.0,100.0,23.0,96.0
2018-05-20,24.0,100.0,23.0,96.0
2018-05-21,24.0,100.0,23.0,96.0
2018-05-22,24.0,100.0,23.0,96.0
2018-05-23,24.0,100.0,23.0,96.0
2018-05-24,24.0,100.0,23.0,96.0
2018-05-25,24.0,100.0,23.0,96.0
2018-05-26,24.0,100.0,23.0,96.0
2018-05-27,24.0,100.0,23.0,96.0
2018-05-28,24.0,100.0,23.0,96.0
2018-05-29,24.0,100.0,23.0,96.0
2018-05-30,23.0,96.0,23.0,96.0
2018-05-31,18.0,75.0,18.0,75.0
2018-06-01,24.0,100.0,23.0,96.0
2018-06-02,24.0,100.0,23.0,96.0
2018-06-03,24.0,100.0,23.0,96.0
2018-06-04,24.0,100.0,23.0,96.0
2018-06-05,23.0,96.0,23.0,96.0
2018-06-06,24.0,100.0,23.0,96.0
2018-06-07,24.0,100.0,23.0,96.0
2018-06-08,24.0,100.0,23.0,96.0
2018-06-09,23.0,96.0,23.0,96.0
2018-06-10,24.0,100.0,23.0,96.0
2018-06-11,24.0,100.0,23.0,96.0
2018-06-12,23.0,96.0,23.0,96.0
2018-06-13,22.0,92.0,22.0,92.0
2018-06-14,24.0,100.0,23.0,96.0
2018-06-15,23.0,96.0,23.0,96.0
2018-06-16,23.0,96.0,23.0,96.0
2018-06-17,23.0,96.0,23.0,96.0
2018-06-18,23.0,96.0,23.0,96.0
2018-06-19,24.0,100.0,23.0,96.0
2018-06-20,24.0,100.0,23.0,96.0
2018-06-21,24.0,100.0,23.0,96.0
2018-06-22,24.0,100.0,23.0,96.0
2018-06-23,23.0,96.0,23.0,96.0
2018-06-24,24.0,100.0,23.0,96.0
2018-06-25,23.0,96.0,23.0,96.0
2018-06-26,24.0,100.0,23.0,96.0
2018-06-27,23.0,96.0,23.0,96.0
2018-06-28,24.0,100.0,23.0,96.0
2018-06-29,24.0,100.0,23.0,96.0
2018-06-30,23.0,96.0,23.0,96.0
2018-07-01,23.0,96.0,23.0,96.0
2018-07-02,24.0,100.0,23.0,96.0
2018-07-03,24.0,100.0,23.0,96.0
2018-07-04,23.0,96.0,23.0,96.0
2018-07-05,22.0,92.0,22.0,92.0
2018-07-06,23.0,96.0,23.0,96.0
2018-07-07,24.0,100.0,23.0,96.0
2018-07-08,23.0,96.0,23.0,96.0
2018-07-09,23.0,96.0,23.0,96.0
2018-07-10,24.0,100.0,23.0,96.0
2018-07-11,24.0,100.0,23.0,96.0
2018-07-12,23.0,96.0,23.0,96.0
2018-07-13,23.0,96.0,23.0,96.0
2018-07-14,23.0,96.0,23.0,96.0
2018-07-15,23.0,96.0,23.0,96.0
2018-07-16,24.0,100.0,23.0,96.0
2018-07-17,24.0,100.0,23.0,96.0
2018-07-18,18.0,75.0,18.0,75.0
2018-07-19,24.0,100.0,23.0,96.0
2018-07-20,23.0,96.0,23.0,96.0
2018-07-21,23.0,96.0,23.0,96.0
2018-07-22,24.0,100.0,23.0,96.0
2018-07-23,23.0,96.0,23.0,96.0
2018-07-24,24.0,100.0,23.0,96.0
2018-07-25,23.0,96.0,23.0,96.0
2018-07-26,23.0,96.0,23.0,96.0
2018-07-27,24.0,100.0,23.0,96.0
2018-07-28,24.0,100.0,23.0,96.0
2018-07-29,23.0,96.0,23.0,96.0
2018-07-30,23.0,96.0,23.0,96.0
2018-07-31,23.0,96.0,23.0,96.0
2018-08-01,24.0,100.0,23.0,96.0
2018-08-02,23.0,96.0,23.0,96.0
2018-08-03,24.0,100.0,23.0,96.0
2018-08-04,23.0,96.0,23.0,96.0
2018-08-05,24.0,100.0,23.0,96.0
2018-08-06,24.0,100.0,23.0,96.0
2018-08-07,23.0,96.0,23.0,96.0
2018-08-08,24.0,100.0,22.0,92.0
2018-08-09,23.0,96.0,23.0,96.0
2018-08-10,23.0,96.0,23.0,96.0
2018-08-11,24.0,100.0,23.0,96.0
2018-08-12,24.0,100.0,23.0,96.0
2018-08-13,24.0,100.0,23.0,96.0
2018-08-14,23.0,96.0,23.0,96.0
2018-08-15,23.0,96.0,23.0,96.0
2018-08-16,23.0,96.0,23.0,96.0
2018-08-17,24.0,100.0,23.0,96.0
2018-08-18,24.0,100.0,23.0,96.0
2018-08-19,24.0,100.0,23.0,96.0
2018-08-20,23.0,96.0,23.0,96.0
2018-08-21,24.0,100.0,23.0,96.0
2018-08-22,24.0,100.0,22.0,92.0
2018-08-23,23.0,96.0,23.0,96.0
2018-08-24,23.0,96.0,23.0,96.0
2018-08-25,23.0,96.0,23.0,96.0
2018-08-26,24.0,100.0,23.0,96.0
2018-08-27,9.0,38.0,7.0,29.0
2018-08-28,19.0,79.0,19.0,79.0
2018-08-29,23.0,96.0,23.0,96.0
2018-08-30,23.0,96.0,23.0,96.0
2018-08-31,24.0,100.0,22.0,92.0
2018-09-01,16.0,67.0,19.0,79.0
2018-09-02,24.0,100.0,23.0,96.0
2018-09-03,23.0,96.0,23.0,96.0
2018-09-04,24.0,100.0,23.0,96.0
2018-09-05,23.0,96.0,23.0,96.0
2018-09-06,24.0,100.0,23.0,96.0
2018-09-07,24.0,100.0,23.0,96.0
2018-09-08,23.0,96.0,23.0,96.0
2018-09-09,24.0,100.0,23.0,96.0
2018-09-10,24.0,100.0,23.0,96.0
2018-09-11,24.0,100.0,23.0,96.0
2018-09-12,24.0,100.0,23.0,96.0
2018-09-13,24.0,100.0,23.0,96.0
2018-09-14,24.0,100.0,23.0,96.0
2018-09-15,24.0,100.0,23.0,96.0
2018-09-16,23.0,96.0,23.0,96.0
2018-09-17,23.0,96.0,23.0,96.0
2018-09-18,24.0,100.0,23.0,96.0
2018-09-19,24.0,100.0,23.0,96.0
2018-09-20,23.0,96.0,23.0,96.0
2018-09-21,24.0,100.0,23.0,96.0
2018-09-22,24.0,100.0,23.0,96.0
2018-09-23,24.0,100.0,23.0,96.0
2018-09-24,24.0,100.0,23.0,96.0
2018-09-25,23.0,96.0,23.0,96.0
2018-09-26,24.0,100.0,23.0,96.0
2018-09-27,24.0,100.0,23.0,96.0
2018-09-28,23.0,96.0,23.0,96.0
2018-09-29,24.0,100.0,23.0,96.0
2018-09-30,24.0,100.0,23.0,96.0
2018-10-01,23.0,96.0,23.0,96.0
2018-10-02,23.0,96.0,23.0,96.0
2018-10-03,22.0,92.0,22.0,92.0
2018-10-04,24.0,100.0,23.0,96.0
2018-10-05,24.0,100.0,23.0,96.0
2018-10-06,24.0,100.0,23.0,96.0
2018-10-07,23.0,96.0,23.0,96.0
2018-10-08,24.0,100.0,23.0,96.0
2018-10-09,23.0,96.0,23.0,96.0
2018-10-10,17.0,71.0,17.0,71.0
2018-10-11,23.0,96.0,23.0,96.0
2018-10-12,24.0,100.0,23.0,96.0
2018-10-13,24.0,100.0,23.0,96.0
2018-10-14,23.0,96.0,23.0,96.0
2018-10-15,23.0,96.0,23.0,96.0
2018-10-16,24.0,100.0,23.0,96.0
2018-10-17,24.0,100.0,23.0,96.0
2018-10-18,24.0,100.0,23.0,96.0
2018-10-19,23.0,96.0,23.0,96.0
2018-10-20,24.0,100.0,23.0,96.0
2018-10-21,24.0,100.0,23.0,96.0
2018-10-22,24.0,100.0,22.0,92.0
2018-10-23,24.0,100.0,23.0,96.0
2018-10-24,24.0,100.0,23.0,96.0
2018-10-25,23.0,96.0,23.0,96.0
2018-10-26,24.0,100.0,22.0,92.0
2018-10-27,23.0,96.0,23.0,96.0
2018-10-28,23.0,96.0,23.0,96.0
2018-10-29,23.0,96.0,23.0,96.0
2018-10-30,24.0,100.0,23.0,96.0
2018-10-31,24.0,100.0,23.0,96.0
2018-11-01,24.0,100.0,23.0,96.0
2018-11-02,24.0,100.0,23.0,96.0
2018-11-03,24.0,100.0,23.0,96.0
2018-11-04,24.0,100.0,23.0,96.0
2018-11-05,23.0,96.0,23.0,96.0
2018-11-06,24.0,100.0,23.0,96.0
2018-11-07,23.0,96.0,23.0,96.0
2018-11-08,17.0,71.0,17.0,71.0
2018-11-09,24.0,100.0,23.0,96.0
2018-11-10,24.0,100.0,23.0,96.0
2018-11-11,24.0,100.0,23.0,96.0
2018-11-12,24.0,100.0,23.0,96.0
2018-11-13,23.0,96.0,23.0,96.0
2018-11-14,24.0,100.0,23.0,96.0
2018-11-15,23.0,96.0,23.0,96.0
2018-11-16,23.0,96.0,23.0,96.0
2018-11-17,23.0,96.0,23.0,96.0
2018-11-18,24.0,100.0,23.0,96.0
2018-11-19,23.0,96.0,23.0,96.0
2018-11-20,23.0,96.0,23.0,96.0
2018-11-21,24.0,100.0,23.0,96.0
2018-11-22,24.0,100.0,23.0,96.0
2018-11-23,24.0,100.0,23.0,96.0
2018-11-24,24.0,100.0,23.0,96.0
2018-11-25,24.0,100.0,23.0,96.0
2018-11-26,23.0,96.0,23.0,96.0
2018-11-27,23.0,96.0,23.0,96.0
2018-11-28,18.0,75.0,18.0,75.0
2018-11-29,23.0,96.0,23.0,96.0
2018-11-30,24.0,100.0,23.0,96.0
2018-12-01,24.0,100.0,23.0,96.0
2018-12-02,24.0,100.0,23.0,96.0
2018-12-03,24.0,100.0,23.0,96.0
2018-12-04,24.0,100.0,23.0,96.0
2018-12-05,23.0,96.0,23.0,96.0
2018-12-06,24.0,100.0,23.0,96.0
2018-12-07,23.0,96.0,23.0,96.0
2018-12-08,23.0,96.0,23.0,96.0
2018-12-09,24.0,100.0,23.0,96.0
2018-12-10,24.0,100.0,23.0,96.0
2018-12-11,24.0,100.0,23.0,96.0
2018-12-12,23.0,96.0,23.0,96.0
2018-12-13,23.0,96.0,23.0,96.0
2018-12-14,24.0,100.0,23.0,96.0
2018-12-15,23.0,96.0,23.0,96.0
2018-12-16,24.0,100.0,23.0,96.0
2018-12-17,23.0,96.0,23.0,96.0
2018-12-18,24.0,100.0,23.0,96.0
2018-12-19,23.0,96.0,23.0,96.0
2018-12-20,23.0,96.0,23.0,96.0
2018-12-21,23.0,96.0,23.0,96.0
2018-12-22,23.0,96.0,23.0,96.0
2018-12-23,23.0,96.0,23.0,96.0
2018-12-24,23.0,96.0,23.0,96.0
2018-12-25,24.0,100.0,23.0,96.0
2018-12-26,23.0,96.0,23.0,96.0
2018-12-27,24.0,100.0,23.0,96.0
2018-12-28,23.0,96.0,23.0,96.0
2018-12-29,24.0,100.0,23.0,96.0
2018-12-30,24.0,100.0,23.0,96.0
2018-12-31,21.0,88.0,21.0,88.0
2019-01-01,18.0,75.0,23.0,96.0
2019-01-02,21.0,88.0,21.0,88.0
2019-01-03,22.0,92.0,22.0,92.0
2019-01-04,24.0,100.0,23.0,96.0
2019-01-05,23.0,96.0,23.0,96.0
2019-01-06,23.0,96.0,23.0,96.0
2019-01-07,22.0,92.0,22.0,92.0
2019-01-08,24.0,100.0,23.0,96.0
2019-01-09,23.0,96.0,23.0,96.0
2019-01-10,22.0,92.0,22.0,92.0
2019-01-11,24.0,100.0,23.0,96.0
2019-01-12,23.0,96.0,23.0,96.0
2019-01-13,24.0,100.0,23.0,96.0
2019-01-14,23.0,96.0,23.0,96.0
2019-01-15,24.0,100.0,23.0,96.0
2019-01-16,23.0,96.0,23.0,96.0
2019-01-17,24.0,100.0,23.0,96.0
2019-01-18,23.0,96.0,23.0,96.0
2019-01-19,23.0,96.0,23.0,96.0
2019-01-20,23.0,96.0,23.0,96.0
2019-01-21,23.0,96.0,23.0,96.0
2019-01-22,24.0,100.0,23.0,96.0
2019-01-23,16.0,67.0,19.0,79.0
2019-01-24,24.0,100.0,23.0,96.0
2019-01-25,24.0,100.0,23.0,96.0
2019-01-26,24.0,100.0,23.0,96.0
2019-01-27,24.0,100.0,23.0,96.0
2019-01-28,21.0,88.0,21.0,88.0
2019-01-29,24.0,100.0,23.0,96.0
2019-01-30,23.0,96.0,23.0,96.0
2019-01-31,24.0,100.0,23.0,96.0
2019-02-01,23.0,96.0,23.0,96.0
2019-02-02,23.0,96.0,23.0,96.0
2019-02-03,23.0,96.0,23.0,96.0
2019-02-04,23.0,96.0,21.0,88.0
2019-02-05,23.0,96.0,23.0,96.0
2019-02-06,23.0,96.0,23.0,96.0
2019-02-07,23.0,96.0,23.0,96.0
2019-02-08,24.0,100.0,23.0,96.0
2019-02-09,24.0,100.0,23.0,96.0
2019-02-10,23.0,96.0,23.0,96.0
2019-02-11,23.0,96.0,23.0,96.0
2019-02-12,23.0,96.0,23.0,96.0
2019-02-13,23.0,96.0,23.0,96.0
2019-02-14,23.0,96.0,23.0,96.0
2019-02-15,23.0,96.0,23.0,96.0
2019-02-16,24.0,100.0,23.0,96.0
2019-02-17,23.0,96.0,23.0,96.0
2019-02-18,23.0,96.0,23.0,96.0
2019-02-19,23.0,96.0,23.0,96.0
2019-02-20,21.0,88.0,21.0,88.0
2019-02-21,21.0,88.0,21.0,88.0
2019-02-22,23.0,96.0,23.0,96.0
2019-02-23,23.0,96.0,23.0,96.0
2019-02-24,24.0,100.0,23.0,96.0
2019-02-25,24.0,100.0,23.0,96.0
2019-02-26,23.0,96.0,23.0,96.0
2019-02-27,23.0,96.0,23.0,96.0
2019-02-28,24.0,100.0,23.0,96.0
2019-03-01,14.0,58.0,17.0,71.0
2019-03-02,24.0,100.0,23.0,96.0
2019-03-03,24.0,100.0,23.0,96.0
2019-03-04,21.0,88.0,21.0,88.0
2019-03-05,24.0,100.0,23.0,96.0
2019-03-06,24.0,100.0,23.0,96.0
2019-03-07,20.0,83.0,20.0,83.0
2019-03-08,23.0,96.0,23.0,96.0
2019-03-09,24.0,100.0,23.0,96.0
2019-03-10,23.0,96.0,23.0,96.0
2019-03-11,21.0,88.0,21.0,88.0
2019-03-12,21.0,88.0,21.0,88.0
2019-03-13,24.0,100.0,23.0,96.0
2019-03-14,21.0,88.0,21.0,88.0
2019-03-15,23.0,96.0,23.0,96.0
2019-03-16,24.0,100.0,23.0,96.0
2019-03-17,23.0,96.0,23.0,96.0
2019-03-18,24.0,100.0,23.0,96.0
2019-03-19,24.0,100.0,22.0,92.0
2019-03-20,22.0,92.0,22.0,92.0
2019-03-21,16.0,67.0,19.0,79.0
2019-03-22,24.0,100.0,23.0,96.0
2019-03-23,23.0,96.0,23.0,96.0
2019-03-24,23.0,96.0,23.0,96.0
2019-03-25,20.0,83.0,20.0,83.0
2019-03-26,23.0,96.0,23.0,96.0
2019-03-27,22.0,92.0,22.0,92.0
2019-03-28,24.0,100.0,22.0,92.0
2019-03-29,24.0,100.0,21.0,88.0
2019-03-30,24.0,100.0,23.0,96.0
2019-03-31,23.0,96.0,23.0,96.0
2019-04-01,23.0,96.0,23.0,96.0
2019-04-02,24.0,100.0,22.0,92.0
2019-04-03,23.0,96.0,23.0,96.0
2019-04-04,24.0,100.0,23.0,96.0
2019-04-05,24.0,100.0,23.0,96.0
2019-04-06,24.0,100.0,23.0,96.0
2019-04-07,23.0,96.0,23.0,96.0
2019-04-08,20.0,83.0,21.0,88.0
2019-04-09,24.0,100.0,23.0,96.0
2019-04-10,24.0,100.0,23.0,96.0
2019-04-11,24.0,100.0,23.0,96.0
2019-04-12,23.0,96.0,23.0,96.0
2019-04-13,23.0,96.0,23.0,96.0
2019-04-14,23.0,96.0,23.0,96.0
2019-04-15,20.0,83.0,21.0,88.0
2019-04-16,20.0,83.0,21.0,88.0
2019-04-17,17.0,71.0,20.0,83.0
2019-04-18,24.0,100.0,22.0,92.0
2019-04-19,23.0,96.0,23.0,96.0
2019-04-20,24.0,100.0,23.0,96.0
2019-04-21,23.0,96.0,23.0,96.0
2019-04-22,22.0,92.0,22.0,92.0
2019-04-23,24.0,100.0,23.0,96.0
2019-04-24,24.0,100.0,23.0,96.0
2019-04-25,21.0,88.0,21.0,88.0
2019-04-26,23.0,96.0,23.0,96.0
2019-04-27,23.0,96.0,23.0,96.0
2019-04-28,23.0,96.0,23.0,96.0
2019-04-29,18.0,75.0,20.0,83.0
2019-04-30,23.0,96.0,23.0,96.0
2019-05-01,24.0,100.0,23.0,96.0
2019-05-02,24.0,100.0,23.0,96.0
2019-05-03,20.0,83.0,20.0,83.0
2019-05-04,23.0,96.0,23.0,96.0
2019-05-05,24.0,100.0,23.0,96.0
2019-05-06,24.0,100.0,23.0,96.0
2019-05-07,24.0,100.0,23.0,96.0
2019-05-08,23.0,96.0,23.0,96.0
2019-05-09,24.0,100.0,23.0,96.0
2019-05-10,24.0,100.0,23.0,96.0
2019-05-11,23.0,96.0,23.0,96.0
2019-05-12,24.0,100.0,23.0,96.0
2019-05-13,24.0,100.0,23.0,96.0
2019-05-14,23.0,96.0,23.0,96.0
2019-05-15,24.0,100.0,23.0,96.0
2019-05-16,24.0,100.0,23.0,96.0
2019-05-17,24.0,100.0,23.0,96.0
2019-05-18,23.0,96.0,23.0,96.0
2019-05-19,23.0,96.0,23.0,96.0
2019-05-20,23.0,96.0,23.0,96.0
2019-05-21,17.0,71.0,17.0,71.0
2019-05-22,18.0,75.0,18.0,75.0
2019-05-23,23.0,96.0,23.0,96.0
2019-05-24,23.0,96.0,23.0,96.0
2019-05-25,23.0,96.0,23.0,96.0
2019-05-26,23.0,96.0,23.0,96.0
2019-05-27,23.0,96.0,23.0,96.0
2019-05-28,24.0,100.0,23.0,96.0
2019-05-29,23.0,96.0,23.0,96.0
2019-05-30,23.0,96.0,23.0,96.0
2019-05-31,24.0,100.0,23.0,96.0
2019-06-01,24.0,100.0,23.0,96.0
2019-06-02,24.0,100.0,23.0,96.0
2019-06-03,22.0,92.0,21.0,88.0
2019-06-04,23.0,96.0,23.0,96.0
2019-06-05,23.0,96.0,23.0,96.0
2019-06-06,24.0,100.0,23.0,96.0
2019-06-07,23.0,96.0,23.0,96.0
2019-06-08,23.0,96.0,23.0,96.0
2019-06-09,24.0,100.0,23.0,96.0
2019-06-10,24.0,100.0,23.0,96.0
2019-06-11,23.0,96.0,23.0,96.0
2019-06-12,24.0,100.0,23.0,96.0
2019-06-13,24.0,100.0,23.0,96.0
2019-06-14,23.0,96.0,23.0,96.0
2019-06-15,24.0,100.0,23.0,96.0
2019-06-16,24.0,100.0,23.0,96.0
2019-06-17,24.0,100.0,23.0,96.0
2019-06-18,23.0,96.0,23.0,96.0
2019-06-19,24.0,100.0,23.0,96.0
2019-06-20,24.0,100.0,22.0,92.0
2019-06-21,23.0,96.0,23.0,96.0
2019-06-22,24.0,100.0,23.0,96.0
2019-06-23,24.0,100.0,23.0,96.0
2019-06-24,24.0,100.0,23.0,96.0
2019-06-25,22.0,92.0,22.0,92.0
2019-06-26,24.0,100.0,23.0,96.0
2019-06-27,22.0,92.0,20.0,83.0
2019-06-28,23.0,96.0,23.0,96.0
2019-06-29,23.0,96.0,23.0,96.0
2019-06-30,24.0,100.0,23.0,96.0
2019-07-01,23.0,96.0,23.0,96.0
2019-07-02,23.0,96.0,23.0,96.0
2019-07-03,23.0,96.0,23.0,96.0
2019-07-04,24.0,100.0,23.0,96.0
2019-07-05,24.0,100.0,23.0,96.0
2019-07-06,24.0,100.0,23.0,96.0
2019-07-07,24.0,100.0,23.0,96.0
2019-07-08,24.0,100.0,23.0,96.0
2019-07-09,23.0,96.0,23.0,96.0
2019-07-10,24.0,100.0,23.0,96.0
2019-07-11,24.0,100.0,23.0,96.0
2019-07-12,23.0,96.0,23.0,96.0
2019-07-13,23.0,96.0,23.0,96.0
2019-07-14,24.0,100.0,23.0,96.0
2019-07-15,23.0,96.0,23.0,96.0
2019-07-16,24.0,100.0,23.0,96.0
2019-07-17,24.0,100.0,23.0,96.0
2019-07-18,24.0,100.0,23.0,96.0
2019-07-19,24.0,100.0,23.0,96.0
2019-07-20,23.0,96.0,23.0,96.0
2019-07-21,23.0,96.0,23.0,96.0
2019-07-22,24.0,100.0,23.0,96.0
2019-07-23,24.0,100.0,23.0,96.0
2019-07-24,24.0,100.0,23.0,96.0
2019-07-25,24.0,100.0,23.0,96.0
2019-07-26,24.0,100.0,23.0,96.0
2019-07-27,24.0,100.0,23.0,96.0
2019-07-28,24.0,100.0,23.0,96.0
2019-07-29,24.0,100.0,23.0,96.0
2019-07-30,24.0,100.0,23.0,96.0
2019-07-31,24.0,100.0,23.0,96.0
2019-08-01,24.0,100.0,23.0,96.0
2019-08-02,24.0,100.0,23.0,96.0
2019-08-03,24.0,100.0,23.0,96.0
2019-08-04,24.0,100.0,23.0,96.0
2019-08-05,23.0,96.0,23.0,96.0
2019-08-06,23.0,96.0,23.0,96.0
2019-08-07,24.0,100.0,23.0,96.0
2019-08-08,24.0,100.0,23.0,96.0
2019-08-09,23.0,96.0,23.0,96.0
2019-08-10,23.0,96.0,23.0,96.0
2019-08-11,23.0,96.0,23.0,96.0
2019-08-12,24.0,100.0,23.0,96.0
2019-08-13,24.0,100.0,23.0,96.0
2019-08-14,23.0,96.0,23.0,96.0
2019-08-15,24.0,100.0,23.0,96.0
2019-08-16,24.0,100.0,23.0,96.0
2019-08-17,23.0,96.0,23.0,96.0
2019-08-18,24.0,100.0,23.0,96.0
2019-08-19,23.0,96.0,23.0,96.0
2019-08-20,23.0,96.0,23.0,96.0
2019-08-21,23.0,96.0,21.0,88.0
2019-08-22,24.0,100.0,23.0,96.0
2019-08-23,24.0,100.0,23.0,96.0
2019-08-24,24.0,100.0,23.0,96.0
2019-08-25,24.0,100.0,23.0,96.0
2019-08-26,24.0,100.0,23.0,96.0
2019-08-27,23.0,96.0,23.0,96.0
2019-08-28,23.0,96.0,9.0,38.0
2019-08-29,24.0,100.0,,
2019-08-30,22.0,92.0,17.0,71.0
2019-08-31,24.0,100.0,23.0,96.0
2019-09-01,16.0,67.0,19.0,79.0
2019-09-02,23.0,96.0,23.0,96.0
2019-09-03,24.0,100.0,22.0,92.0
2019-09-04,23.0,96.0,23.0,96.0
2019-09-05,23.0,96.0,23.0,96.0
2019-09-06,23.0,96.0,23.0,96.0
2019-09-07,23.0,96.0,23.0,96.0
2019-09-08,24.0,100.0,23.0,96.0
2019-09-09,23.0,96.0,23.0,96.0
2019-09-10,23.0,96.0,23.0,96.0
2019-09-11,23.0,96.0,23.0,96.0
2019-09-12,23.0,96.0,23.0,96.0
2019-09-13,23.0,96.0,23.0,96.0
2019-09-14,23.0,96.0,23.0,96.0
2019-09-15,24.0,100.0,23.0,96.0
2019-09-16,23.0,96.0,23.0,96.0
2019-09-17,24.0,100.0,23.0,96.0
2019-09-18,23.0,96.0,23.0,96.0
2019-09-19,23.0,96.0,23.0,96.0
2019-09-20,23.0,96.0,23.0,96.0
2019-09-21,23.0,96.0,23.0,96.0
2019-09-22,24.0,100.0,23.0,96.0
2019-09-23,23.0,96.0,23.0,96.0
2019-09-24,23.0,96.0,23.0,96.0
2019-09-25,24.0,100.0,23.0,96.0
2019-09-26,23.0,96.0,23.0,96.0
2019-09-27,23.0,96.0,23.0,96.0
2019-09-28,24.0,100.0,23.0,96.0
2019-09-29,24.0,100.0,23.0,96.0
2019-09-30,24.0,100.0,23.0,96.0
2019-10-01,24.0,100.0,23.0,96.0
2019-10-02,23.0,96.0,23.0,96.0
2019-10-03,23.0,96.0,23.0,96.0
2019-10-04,24.0,100.0,23.0,96.0
2019-10-05,23.0,96.0,23.0,96.0
2019-10-06,24.0,100.0,23.0,96.0
2019-10-07,23.0,96.0,23.0,96.0
2019-10-08,23.0,96.0,23.0,96.0
2019-10-09,24.0,100.0,23.0,96.0
2019-10-10,23.0,96.0,23.0,96.0
2019-10-11,23.0,96.0,23.0,96.0
2019-10-12,24.0,100.0,23.0,96.0
2019-10-13,23.0,96.0,23.0,96.0
2019-10-14,24.0,100.0,23.0,96.0
2019-10-15,24.0,100.0,23.0,96.0
2019-10-16,24.0,100.0,23.0,96.0
2019-10-17,24.0,100.0,23.0,96.0
2019-10-18,24.0,100.0,23.0,96.0
2019-10-19,24.0,100.0,23.0,96.0
2019-10-20,24.0,100.0,23.0,96.0
2019-10-21,23.0,96.0,23.0,96.0
2019-10-22,24.0,100.0,23.0,96.0
2019-10-23,24.0,100.0,23.0,96.0
2019-10-24,24.0,100.0,23.0,96.0
2019-10-25,24.0,100.0,23.0,96.0
2019-10-26,24.0,100.0,23.0,96.0
2019-10-27,23.0,96.0,23.0,96.0
2019-10-28,24.0,100.0,23.0,96.0
2019-10-29,24.0,100.0,23.0,96.0
2019-10-30,24.0,100.0,23.0,96.0
2019-10-31,23.0,96.0,23.0,96.0
2019-11-01,24.0,100.0,23.0,96.0
2019-11-02,24.0,100.0,23.0,96.0
2019-11-03,24.0,100.0,23.0,96.0
2019-11-04,24.0,100.0,22.0,92.0
2019-11-05,24.0,100.0,23.0,96.0
2019-11-06,23.0,96.0,23.0,96.0
2019-11-07,24.0,100.0,23.0,96.0
2019-11-08,24.0,100.0,23.0,96.0
2019-11-09,23.0,96.0,23.0,96.0
2019-11-10,23.0,96.0,23.0,96.0
2019-11-11,24.0,100.0,23.0,96.0
2019-11-12,24.0,100.0,23.0,96.0
2019-11-13,24.0,100.0,23.0,96.0
2019-11-14,24.0,100.0,23.0,96.0
2019-11-15,24.0,100.0,23.0,96.0
2019-11-16,24.0,100.0,23.0,96.0
2019-11-17,24.0,100.0,23.0,96.0
2019-11-18,24.0,100.0,23.0,96.0
2019-11-19,15.0,63.0,18.0,75.0
2019-11-20,23.0,96.0,23.0,96.0
2019-11-21,24.0,100.0,23.0,96.0
2019-11-22,23.0,96.0,23.0,96.0
2019-11-23,23.0,96.0,23.0,96.0
2019-11-24,23.0,96.0,23.0,96.0
2019-11-25,23.0,96.0,23.0,96.0
2019-11-26,17.0,71.0,17.0,71.0
2019-11-27,21.0,88.0,21.0,88.0
2019-11-28,23.0,96.0,23.0,96.0
2019-11-29,23.0,96.0,23.0,96.0
2019-11-30,23.0,96.0,23.0,96.0
2019-12-01,24.0,100.0,23.0,96.0
2019-12-02,24.0,100.0,23.0,96.0
2019-12-03,23.0,96.0,23.0,96.0
2019-12-04,24.0,100.0,23.0,96.0
2019-12-05,24.0,100.0,23.0,96.0
2019-12-06,23.0,96.0,23.0,96.0
2019-12-07,23.0,96.0,23.0,96.0
2019-12-08,23.0,96.0,23.0,96.0
2019-12-09,23.0,96.0,23.0,96.0
2019-12-10,23.0,96.0,23.0,96.0
2019-12-11,24.0,100.0,23.0,96.0
2019-12-12,24.0,100.0,23.0,96.0
2019-12-13,23.0,96.0,23.0,96.0
2019-12-14,23.0,96.0,23.0,96.0
2019-12-15,24.0,100.0,23.0,96.0
2019-12-16,24.0,100.0,23.0,96.0
2019-12-17,24.0,100.0,23.0,96.0
2019-12-18,23.0,96.0,23.0,96.0
2019-12-19,24.0,100.0,23.0,96.0
2019-12-20,23.0,96.0,23.0,96.0
2019-12-21,24.0,100.0,23.0,96.0
2019-12-22,24.0,100.0,23.0,96.0
