date_local,CO,CO_percent,NO2,NO2_percent
2016-08-26,23.0,96.0,23.0,96.0
2016-08-27,23.0,96.0,23.0,96.0
2016-08-28,24.0,100.0,23.0,96.0
2016-08-29,24.0,100.0,23.0,96.0
2016-08-30,24.0,100.0,23.0,96.0
2016-08-31,12.0,50.0,15.0,63.0
2016-09-01,23.0,96.0,23.0,96.0
2016-09-02,23.0,96.0,23.0,96.0
2016-09-03,23.0,96.0,23.0,96.0
2016-09-04,24.0,100.0,23.0,96.0
2016-09-05,24.0,100.0,23.0,96.0
2016-09-06,24.0,100.0,23.0,96.0
2016-09-07,24.0,100.0,23.0,96.0
2016-09-08,23.0,96.0,23.0,96.0
2016-09-09,23.0,96.0,23.0,96.0
2016-09-10,23.0,96.0,23.0,96.0
2016-09-11,23.0,96.0,23.0,96.0
2016-09-12,24.0,100.0,23.0,96.0
2016-09-13,24.0,100.0,23.0,96.0
2016-09-14,23.0,96.0,23.0,96.0
2016-09-15,21.0,88.0,21.0,88.0
2016-09-16,23.0,96.0,23.0,96.0
2016-09-17,23.0,96.0,23.0,96.0
2016-09-18,23.0,96.0,23.0,96.0
2016-09-19,24.0,100.0,23.0,96.0
2016-09-20,23.0,96.0,23.0,96.0
2016-09-21,23.0,96.0,23.0,96.0
2016-09-22,23.0,96.0,23.0,96.0
2016-09-23,23.0,96.0,23.0,96.0
2016-09-24,23.0,96.0,23.0,96.0
2016-09-25,23.0,96.0,23.0,96.0
2016-09-26,23.0,96.0,23.0,96.0
2016-09-27,23.0,96.0,23.0,96.0
2016-09-28,23.0,96.0,23.0,96.0
2016-09-29,23.0,96.0,23.0,96.0
2016-09-30,23.0,96.0,23.0,96.0
2016-10-01,23.0,96.0,23.0,96.0
2016-10-02,23.0,96.0,23.0,96.0
2016-10-03,23.0,96.0,23.0,96.0
2016-10-04,23.0,96.0,23.0,96.0
2016-10-05,23.0,96.0,23.0,96.0
2016-10-06,23.0,96.0,23.0,96.0
2016-10-07,23.0,96.0,23.0,96.0
2016-10-08,23.0,96.0,23.0,96.0
2016-10-09,24.0,100.0,23.0,96.0
2016-10-10,23.0,96.0,23.0,96.0
2016-10-11,23.0,96.0,23.0,96.0
2016-10-12,23.0,96.0,23.0,96.0
2016-10-13,23.0,96.0,23.0,96.0
2016-10-14,22.0,92.0,22.0,92.0
2016-10-15,23.0,96.0,23.0,96.0
2016-10-16,24.0,100.0,23.0,96.0
2016-10-17,24.0,100.0,23.0,96.0
2016-10-18,24.0,100.0,23.0,96.0
2016-10-19,23.0,96.0,23.0,96.0
2016-10-20,23.0,96.0,23.0,96.0
2016-10-21,22.0,92.0,22.0,92.0
2016-10-22,24.0,100.0,23.0,96.0
2016-10-23,23.0,96.0,23.0,96.0
2016-10-24,24.0,100.0,23.0,96.0
2016-10-25,23.0,96.0,23.0,96.0
2016-10-26,23.0,96.0,23.0,96.0
2016-10-27,23.0,96.0,23.0,96.0
2016-10-28,24.0,100.0,23.0,96.0
2016-10-29,24.0,100.0,23.0,96.0
2016-10-30,24.0,100.0,23.0,96.0
2016-10-31,24.0,100.0,23.0,96.0
2016-11-01,23.0,96.0,23.0,96.0
2016-11-02,23.0,96.0,23.0,96.0
2016-11-03,24.0,100.0,23.0,96.0
2016-11-04,23.0,96.0,23.0,96.0
2016-11-05,24.0,100.0,23.0,96.0
2016-11-06,24.0,100.0,23.0,96.0
2016-11-07,24.0,100.0,23.0,96.0
2016-11-08,24.0,100.0,23.0,96.0
2016-11-09,24.0,100.0,23.0,96.0
2016-11-10,23.0,96.0,23.0,96.0
2016-11-11,23.0,96.0,23.0,96.0
2016-11-12,24.0,100.0,23.0,96.0
2016-11-13,23.0,96.0,23.0,96.0
2016-11-14,24.0,100.0,23.0,96.0
2016-11-15,23.0,96.0,23.0,96.0
2016-11-16,18.0,75.0,18.0,75.0
2016-11-17,24.0,100.0,23.0,96.0
2016-11-18,24.0,100.0,23.0,96.0
2016-11-19,24.0,100.0,23.0,96.0
2016-11-20,23.0,96.0,23.0,96.0
2016-11-21,23.0,96.0,23.0,96.0
2016-11-22,24.0,100.0,23.0,96.0
2016-11-23,23.0,96.0,23.0,96.0
2016-11-24,24.0,100.0,23.0,96.0
2016-11-25,23.0,96.0,23.0,96.0
2016-11-26,23.0,96.0,23.0,96.0
2016-11-27,24.0,100.0,23.0,96.0
2016-11-28,24.0,100.0,23.0,96.0
2016-11-29,23.0,96.0,23.0,96.0
2016-11-30,23.0,96.0,23.0,96.0
2016-12-01,24.0,100.0,23.0,96.0
2016-12-02,24.0,100.0,23.0,96.0
2016-12-03,24.0,100.0,23.0,96.0
2016-12-04,24.0,100.0,23.0,96.0
2016-12-05,23.0,96.0,23.0,96.0
2016-12-06,7.0,29.0,7.0,29.0
2016-12-07,10.0,42.0,15.0,63.0
2016-12-08,23.0,96.0,23.0,96.0
2016-12-09,23.0,96.0,23.0,96.0
2016-12-10,24.0,100.0,23.0,96.0
2016-12-11,24.0,100.0,23.0,96.0
2016-12-12,23.0,96.0,23.0,96.0
2016-12-13,24.0,100.0,23.0,96.0
2016-12-14,24.0,100.0,23.0,96.0
2016-12-15,24.0,100.0,23.0,96.0
2016-12-16,23.0,96.0,23.0,96.0
2016-12-17,24.0,100.0,23.0,96.0
2016-12-18,23.0,96.0,23.0,96.0
2016-12-19,23.0,96.0,23.0,96.0
2016-12-20,24.0,100.0,23.0,96.0
2016-12-21,24.0,100.0,23.0,96.0
2016-12-22,23.0,96.0,23.0,96.0
2016-12-23,24.0,100.0,23.0,96.0
2016-12-24,23.0,96.0,23.0,96.0
2016-12-25,23.0,96.0,23.0,96.0
2016-12-26,23.0,96.0,23.0,96.0
2016-12-27,23.0,96.0,23.0,96.0
2016-12-28,24.0,100.0,23.0,96.0
2016-12-29,23.0,96.0,23.0,96.0
2016-12-30,24.0,100.0,23.0,96.0
2016-12-31,24.0,100.0,23.0,96.0
2017-01-01,23.0,96.0,23.0,96.0
2017-01-02,24.0,100.0,23.0,96.0
2017-01-03,23.0,96.0,23.0,96.0
2017-01-04,24.0,100.0,23.0,96.0
2017-01-05,23.0,96.0,23.0,96.0
2017-01-06,23.0,96.0,23.0,96.0
2017-01-07,24.0,100.0,23.0,96.0
2017-01-08,23.0,96.0,23.0,96.0
2017-01-09,23.0,96.0,23.0,96.0
2017-01-10,23.0,96.0,23.0,96.0
2017-01-11,24.0,100.0,23.0,96.0
2017-01-12,24.0,100.0,23.0,96.0
2017-01-13,24.0,100.0,23.0,96.0
2017-01-14,23.0,96.0,23.0,96.0
2017-01-15,23.0,96.0,23.0,96.0
2017-01-16,23.0,96.0,23.0,96.0
2017-01-17,23.0,96.0,23.0,96.0
2017-01-18,24.0,100.0,22.0,92.0
2017-01-19,24.0,100.0,23.0,96.0
2017-01-20,24.0,100.0,23.0,96.0
2017-01-21,23.0,96.0,23.0,96.0
2017-01-22,23.0,96.0,23.0,96.0
2017-01-23,23.0,96.0,23.0,96.0
2017-01-24,24.0,100.0,23.0,96.0
2017-01-25,23.0,96.0,23.0,96.0
2017-01-26,17.0,71.0,20.0,83.0
2017-01-27,23.0,96.0,23.0,96.0
2017-01-28,24.0,100.0,23.0,96.0
2017-01-29,23.0,96.0,23.0,96.0
2017-01-30,23.0,96.0,23.0,96.0
2017-01-31,23.0,96.0,23.0,96.0
2017-02-01,23.0,96.0,23.0,96.0
2017-02-02,23.0,96.0,23.0,96.0
2017-02-03,24.0,100.0,23.0,96.0
2017-02-04,23.0,96.0,23.0,96.0
2017-02-05,23.0,96.0,23.0,96.0
2017-02-06,24.0,100.0,23.0,96.0
2017-02-07,23.0,96.0,23.0,96.0
2017-02-08,21.0,88.0,21.0,88.0
2017-02-09,23.0,96.0,23.0,96.0
2017-02-10,23.0,96.0,23.0,96.0
2017-02-11,23.0,96.0,23.0,96.0
2017-02-12,24.0,100.0,23.0,96.0
2017-02-13,23.0,96.0,23.0,96.0
2017-02-14,20.0,83.0,20.0,83.0
2017-02-15,24.0,100.0,22.0,92.0
2017-02-16,24.0,100.0,23.0,96.0
2017-02-17,24.0,100.0,23.0,96.0
2017-02-18,23.0,96.0,23.0,96.0
2017-02-19,24.0,100.0,23.0,96.0
2017-02-20,24.0,100.0,23.0,96.0
2017-02-21,24.0,100.0,23.0,96.0
2017-02-22,24.0,100.0,23.0,96.0
2017-02-23,24.0,100.0,23.0,96.0
2017-02-24,23.0,96.0,23.0,96.0
2017-02-25,23.0,96.0,23.0,96.0
2017-02-26,24.0,100.0,23.0,96.0
2017-02-27,24.0,100.0,23.0,96.0
2017-02-28,23.0,96.0,23.0,96.0
2017-03-01,16.0,67.0,19.0,79.0
2017-03-02,21.0,88.0,21.0,88.0
2017-03-03,24.0,100.0,23.0,96.0
2017-03-04,23.0,96.0,23.0,96.0
2017-03-05,23.0,96.0,23.0,96.0
2017-03-06,22.0,92.0,22.0,92.0
2017-03-07,23.0,96.0,23.0,96.0
2017-03-08,24.0,100.0,23.0,96.0
2017-03-09,24.0,100.0,22.0,92.0
2017-03-10,23.0,96.0,23.0,96.0
2017-03-11,24.0,100.0,23.0,96.0
2017-03-12,23.0,96.0,23.0,96.0
2017-03-13,24.0,100.0,23.0,96.0
2017-03-14,16.0,67.0,16.0,67.0
2017-03-15,24.0,100.0,22.0,92.0
2017-03-16,22.0,92.0,21.0,88.0
2017-03-17,24.0,100.0,23.0,96.0
2017-03-18,24.0,100.0,23.0,96.0
2017-03-19,23.0,96.0,23.0,96.0
2017-03-20,23.0,96.0,23.0,96.0
2017-03-21,24.0,100.0,23.0,96.0
2017-03-22,24.0,100.0,23.0,96.0
2017-03-23,24.0,100.0,23.0,96.0
2017-03-24,24.0,100.0,23.0,96.0
2017-03-25,24.0,100.0,23.0,96.0
2017-03-26,24.0,100.0,23.0,96.0
2017-03-27,24.0,100.0,23.0,96.0
2017-03-28,22.0,92.0,22.0,92.0
2017-03-29,24.0,100.0,23.0,96.0
2017-03-30,20.0,83.0,20.0,83.0
2017-03-31,24.0,100.0,23.0,96.0
2017-04-01,23.0,96.0,23.0,96.0
2017-04-02,24.0,100.0,23.0,96.0
2017-04-03,19.0,79.0,23.0,96.0
2017-04-04,,,22.0,92.0
2017-04-05,12.0,50.0,22.0,92.0
2017-04-06,24.0,100.0,23.0,96.0
2017-04-07,11.0,46.0,22.0,92.0
2017-04-08,24.0,100.0,23.0,96.0
2017-04-09,23.0,96.0,23.0,96.0
2017-04-10,24.0,100.0,23.0,96.0
2017-04-11,24.0,100.0,23.0,96.0
2017-04-12,23.0,96.0,23.0,96.0
2017-04-13,24.0,100.0,23.0,96.0
2017-04-14,24.0,100.0,23.0,96.0
2017-04-15,24.0,100.0,23.0,96.0
2017-04-16,23.0,96.0,23.0,96.0
2017-04-17,23.0,96.0,23.0,96.0
2017-04-18,23.0,96.0,23.0,96.0
2017-04-19,23.0,96.0,23.0,96.0
2017-04-20,23.0,96.0,23.0,96.0
2017-04-21,23.0,96.0,23.0,96.0
2017-04-22,24.0,100.0,23.0,96.0
2017-04-23,24.0,100.0,23.0,96.0
2017-04-24,23.0,96.0,23.0,96.0
2017-04-25,23.0,96.0,23.0,96.0
2017-04-26,24.0,100.0,23.0,96.0
2017-04-27,24.0,100.0,23.0,96.0
2017-04-28,23.0,96.0,23.0,96.0
2017-04-29,23.0,96.0,23.0,96.0
2017-04-30,24.0,100.0,23.0,96.0
2017-05-01,23.0,96.0,23.0,96.0
2017-05-02,23.0,96.0,23.0,96.0
2017-05-03,23.0,96.0,23.0,96.0
2017-05-04,24.0,100.0,23.0,96.0
2017-05-05,23.0,96.0,23.0,96.0
2017-05-06,23.0,96.0,23.0,96.0
2017-05-07,23.0,96.0,23.0,96.0
2017-05-08,23.0,96.0,23.0,96.0
2017-05-09,23.0,96.0,23.0,96.0
2017-05-10,17.0,71.0,17.0,71.0
2017-05-11,23.0,96.0,23.0,96.0
2017-05-12,24.0,100.0,23.0,96.0
2017-05-13,24.0,100.0,23.0,96.0
2017-05-14,23.0,96.0,23.0,96.0
2017-05-15,24.0,100.0,23.0,96.0
2017-05-16,17.0,71.0,17.0,71.0
2017-05-17,22.0,92.0,22.0,92.0
2017-05-18,23.0,96.0,23.0,96.0
2017-05-19,24.0,100.0,23.0,96.0
2017-05-20,24.0,100.0,23.0,96.0
2017-05-21,23.0,96.0,23.0,96.0
2017-05-22,24.0,100.0,23.0,96.0
2017-05-23,24.0,100.0,23.0,96.0
2017-05-24,23.0,96.0,23.0,96.0
2017-05-25,23.0,96.0,23.0,96.0
2017-05-26,24.0,100.0,23.0,96.0
2017-05-27,24.0,100.0,23.0,96.0
2017-05-28,24.0,100.0,23.0,96.0
2017-05-29,23.0,96.0,23.0,96.0
2017-05-30,24.0,100.0,23.0,96.0
2017-05-31,24.0,100.0,23.0,96.0
2017-06-01,24.0,100.0,23.0,96.0
2017-06-02,23.0,96.0,23.0,96.0
2017-06-03,23.0,96.0,23.0,96.0
2017-06-04,23.0,96.0,23.0,96.0
2017-06-05,23.0,96.0,23.0,96.0
2017-06-06,24.0,100.0,23.0,96.0
2017-06-07,23.0,96.0,23.0,96.0
2017-06-08,23.0,96.0,23.0,96.0
2017-06-09,22.0,92.0,22.0,92.0
2017-06-10,24.0,100.0,23.0,96.0
2017-06-11,24.0,100.0,23.0,96.0
2017-06-12,23.0,96.0,23.0,96.0
2017-06-13,24.0,100.0,23.0,96.0
2017-06-14,24.0,100.0,23.0,96.0
2017-06-15,24.0,100.0,23.0,96.0
2017-06-16,23.0,96.0,23.0,96.0
2017-06-17,23.0,96.0,23.0,96.0
2017-06-18,24.0,100.0,23.0,96.0
2017-06-19,23.0,96.0,23.0,96.0
2017-06-20,23.0,96.0,23.0,96.0
2017-06-21,24.0,100.0,23.0,96.0
2017-06-22,24.0,100.0,23.0,96.0
2017-06-23,24.0,100.0,23.0,96.0
2017-06-24,23.0,96.0,23.0,96.0
2017-06-25,23.0,96.0,23.0,96.0
2017-06-26,23.0,96.0,23.0,96.0
2017-06-27,23.0,96.0,23.0,96.0
2017-06-28,23.0,96.0,23.0,96.0
2017-06-29,24.0,100.0,23.0,96.0
2017-06-30,23.0,96.0,23.0,96.0
2017-07-01,23.0,96.0,23.0,96.0
2017-07-02,24.0,100.0,23.0,96.0
2017-07-03,24.0,100.0,23.0,96.0
2017-07-04,23.0,96.0,23.0,96.0
2017-07-05,23.0,96.0,23.0,96.0
2017-07-06,23.0,96.0,23.0,96.0
2017-07-07,24.0,100.0,23.0,96.0
2017-07-08,23.0,96.0,23.0,96.0
2017-07-09,23.0,96.0,23.0,96.0
2017-07-10,24.0,100.0,23.0,96.0
2017-07-11,24.0,100.0,23.0,96.0
2017-07-12,23.0,96.0,23.0,96.0
2017-07-13,24.0,100.0,23.0,96.0
2017-07-14,23.0,96.0,23.0,96.0
2017-07-15,24.0,100.0,23.0,96.0
2017-07-16,23.0,96.0,23.0,96.0
2017-07-17,23.0,96.0,23.0,96.0
2017-07-18,23.0,96.0,23.0,96.0
2017-07-19,24.0,100.0,23.0,96.0
2017-07-20,24.0,100.0,23.0,96.0
2017-07-21,24.0,100.0,23.0,96.0
2017-07-22,24.0,100.0,23.0,96.0
2017-07-23,23.0,96.0,23.0,96.0
2017-07-24,24.0,100.0,23.0,96.0
2017-07-25,24.0,100.0,23.0,96.0
2017-07-26,23.0,96.0,23.0,96.0
2017-07-27,24.0,100.0,23.0,96.0
2017-07-28,24.0,100.0,23.0,96.0
2017-07-29,23.0,96.0,23.0,96.0
2017-07-30,23.0,96.0,23.0,96.0
2017-07-31,23.0,96.0,23.0,96.0
2017-08-01,24.0,100.0,23.0,96.0
2017-08-02,23.0,96.0,23.0,96.0
2017-08-03,23.0,96.0,23.0,96.0
2017-08-04,23.0,96.0,23.0,96.0
2017-08-05,24.0,100.0,23.0,96.0
2017-08-06,24.0,100.0,23.0,96.0
2017-08-07,23.0,96.0,23.0,96.0
2017-08-08,23.0,96.0,23.0,96.0
2017-08-09,23.0,96.0,23.0,96.0
2017-08-10,23.0,96.0,23.0,96.0
2017-08-11,24.0,100.0,23.0,96.0
2017-08-12,23.0,96.0,23.0,96.0
2017-08-13,24.0,100.0,23.0,96.0
2017-08-14,23.0,96.0,23.0,96.0
2017-08-15,24.0,100.0,23.0,96.0
2017-08-16,24.0,100.0,23.0,96.0
2017-08-17,23.0,96.0,23.0,96.0
2017-08-18,24.0,100.0,23.0,96.0
2017-08-19,24.0,100.0,23.0,96.0
2017-08-20,24.0,100.0,23.0,96.0
2017-08-21,24.0,100.0,23.0,96.0
2017-08-22,24.0,100.0,23.0,96.0
2017-08-23,23.0,96.0,23.0,96.0
2017-08-24,23.0,96.0,23.0,96.0
2017-08-25,24.0,100.0,23.0,96.0
2017-08-26,24.0,100.0,23.0,96.0
2017-08-27,24.0,100.0,23.0,96.0
2017-08-28,24.0,100.0,23.0,96.0
2017-08-29,23.0,96.0,23.0,96.0
2017-08-30,24.0,100.0,23.0,96.0
2017-08-31,23.0,96.0,23.0,96.0
2017-09-01,13.0,54.0,19.0,79.0
2017-09-02,12.0,50.0,23.0,96.0
2017-09-03,18.0,75.0,23.0,96.0
2017-09-04,23.0,96.0,23.0,96.0
2017-09-05,23.0,96.0,23.0,96.0
2017-09-06,23.0,96.0,23.0,96.0
2017-09-07,23.0,96.0,23.0,96.0
2017-09-08,24.0,100.0,23.0,96.0
2017-09-09,23.0,96.0,23.0,96.0
2017-09-10,24.0,100.0,23.0,96.0
2017-09-11,23.0,96.0,23.0,96.0
2017-09-12,24.0,100.0,23.0,96.0
2017-09-13,24.0,100.0,22.0,92.0
2017-09-14,23.0,96.0,23.0,96.0
2017-09-15,23.0,96.0,23.0,96.0
2017-09-16,23.0,96.0,23.0,96.0
2017-09-17,24.0,100.0,23.0,96.0
2017-09-18,24.0,100.0,23.0,96.0
2017-09-19,23.0,96.0,23.0,96.0
2017-09-20,24.0,100.0,23.0,96.0
2017-09-21,24.0,100.0,23.0,96.0
2017-09-22,23.0,96.0,23.0,96.0
2017-09-23,24.0,100.0,23.0,96.0
2017-09-24,23.0,96.0,23.0,96.0
2017-09-25,23.0,96.0,23.0,96.0
2017-09-26,23.0,96.0,23.0,96.0
2017-09-27,23.0,96.0,23.0,96.0
2017-09-28,23.0,96.0,22.0,92.0
2017-09-29,24.0,100.0,23.0,96.0
2017-09-30,24.0,100.0,23.0,96.0
2017-10-01,20.0,83.0,20.0,83.0
2017-10-02,24.0,100.0,23.0,96.0
2017-10-03,23.0,96.0,23.0,96.0
2017-10-04,24.0,100.0,23.0,96.0
2017-10-05,23.0,96.0,23.0,96.0
2017-10-06,24.0,100.0,23.0,96.0
2017-10-07,24.0,100.0,23.0,96.0
2017-10-08,24.0,100.0,23.0,96.0
2017-10-09,23.0,96.0,23.0,96.0
2017-10-10,23.0,96.0,23.0,96.0
2017-10-11,23.0,96.0,23.0,96.0
2017-10-12,24.0,100.0,23.0,96.0
2017-10-13,24.0,100.0,23.0,96.0
2017-10-14,24.0,100.0,23.0,96.0
2017-10-15,24.0,100.0,23.0,96.0
2017-10-16,24.0,100.0,22.0,92.0
2017-10-17,24.0,100.0,23.0,96.0
2017-10-18,24.0,100.0,23.0,96.0
2017-10-19,24.0,100.0,23.0,96.0
2017-10-20,23.0,96.0,23.0,96.0
2017-10-21,23.0,96.0,23.0,96.0
2017-10-22,24.0,100.0,23.0,96.0
2017-10-23,24.0,100.0,23.0,96.0
2017-10-24,24.0,100.0,23.0,96.0
2017-10-25,24.0,100.0,23.0,96.0
2017-10-26,24.0,100.0,23.0,96.0
2017-10-27,23.0,96.0,23.0,96.0
2017-10-28,23.0,96.0,23.0,96.0
2017-10-29,23.0,96.0,23.0,96.0
2017-10-30,23.0,96.0,23.0,96.0
2017-10-31,22.0,92.0,22.0,92.0
2017-11-01,24.0,100.0,23.0,96.0
2017-11-02,24.0,100.0,23.0,96.0
2017-11-03,24.0,100.0,23.0,96.0
2017-11-04,24.0,100.0,23.0,96.0
2017-11-05,24.0,100.0,23.0,96.0
2017-11-06,24.0,100.0,23.0,96.0
2017-11-07,24.0,100.0,23.0,96.0
2017-11-08,23.0,96.0,23.0,96.0
2017-11-09,24.0,100.0,23.0,96.0
2017-11-10,23.0,96.0,23.0,96.0
2017-11-11,23.0,96.0,23.0,96.0
2017-11-12,24.0,100.0,23.0,96.0
2017-11-13,23.0,96.0,23.0,96.0
2017-11-14,18.0,75.0,18.0,75.0
2017-11-15,23.0,96.0,23.0,96.0
2017-11-16,23.0,96.0,23.0,96.0
2017-11-17,23.0,96.0,23.0,96.0
2017-11-18,23.0,96.0,23.0,96.0
2017-11-19,24.0,100.0,23.0,96.0
2017-11-20,23.0,96.0,23.0,96.0
2017-11-21,23.0,96.0,23.0,96.0
2017-11-22,24.0,100.0,23.0,96.0
2017-11-23,24.0,100.0,23.0,96.0
2017-11-24,23.0,96.0,23.0,96.0
2017-11-25,23.0,96.0,23.0,96.0
2017-11-26,1.0,4.0,23.0,96.0
2017-11-27,10.0,42.0,21.0,88.0
2017-11-28,13.0,54.0,16.0,67.0
2017-11-29,23.0,96.0,23.0,96.0
2017-11-30,23.0,96.0,23.0,96.0
2017-12-01,23.0,96.0,23.0,96.0
2017-12-02,23.0,96.0,23.0,96.0
2017-12-03,23.0,96.0,23.0,96.0
2017-12-04,24.0,100.0,23.0,96.0
2017-12-05,23.0,96.0,23.0,96.0
2017-12-06,22.0,92.0,22.0,92.0
2017-12-07,24.0,100.0,23.0,96.0
2017-12-08,23.0,96.0,23.0,96.0
2017-12-09,24.0,100.0,23.0,96.0
2017-12-10,23.0,96.0,23.0,96.0
2017-12-11,24.0,100.0,23.0,96.0
2017-12-12,24.0,100.0,21.0,88.0
2017-12-13,23.0,96.0,23.0,96.0
2017-12-14,23.0,96.0,23.0,96.0
2017-12-15,23.0,96.0,23.0,96.0
2017-12-16,23.0,96.0,23.0,96.0
2017-12-17,23.0,96.0,23.0,96.0
2017-12-18,23.0,96.0,23.0,96.0
2017-12-19,23.0,96.0,23.0,96.0
2017-12-20,22.0,92.0,21.0,88.0
2017-12-21,24.0,100.0,23.0,96.0
2017-12-22,24.0,100.0,23.0,96.0
2017-12-23,24.0,100.0,23.0,96.0
2017-12-24,24.0,100.0,23.0,96.0
2017-12-25,23.0,96.0,23.0,96.0
2017-12-26,23.0,96.0,23.0,96.0
2017-12-27,23.0,96.0,23.0,96.0
2017-12-28,24.0,100.0,23.0,96.0
2017-12-29,24.0,100.0,23.0,96.0
2017-12-30,23.0,96.0,23.0,96.0
2017-12-31,23.0,96.0,23.0,96.0
2018-01-01,18.0,75.0,23.0,96.0
2018-01-02,24.0,100.0,23.0,96.0
2018-01-03,23.0,96.0,23.0,96.0
2018-01-04,23.0,96.0,23.0,96.0
2018-01-05,23.0,96.0,23.0,96.0
2018-01-06,24.0,100.0,23.0,96.0
2018-01-07,23.0,96.0,23.0,96.0
2018-01-08,24.0,100.0,23.0,96.0
2018-01-09,17.0,71.0,20.0,83.0
2018-01-10,21.0,88.0,21.0,88.0
2018-01-11,24.0,100.0,22.0,92.0
2018-01-12,23.0,96.0,23.0,96.0
2018-01-13,23.0,96.0,23.0,96.0
2018-01-14,24.0,100.0,23.0,96.0
2018-01-15,24.0,100.0,23.0,96.0
2018-01-16,24.0,100.0,23.0,96.0
2018-01-17,24.0,100.0,23.0,96.0
2018-01-18,24.0,100.0,23.0,96.0
2018-01-19,19.0,79.0,19.0,79.0
2018-01-20,23.0,96.0,23.0,96.0
2018-01-21,24.0,100.0,23.0,96.0
2018-01-22,23.0,96.0,23.0,96.0
2018-01-23,24.0,100.0,23.0,96.0
2018-01-24,24.0,100.0,23.0,96.0
2018-01-25,24.0,100.0,23.0,96.0
2018-01-26,23.0,96.0,23.0,96.0
2018-01-27,23.0,96.0,23.0,96.0
2018-01-28,23.0,96.0,23.0,96.0
2018-01-29,23.0,96.0,23.0,96.0
2018-01-30,24.0,100.0,23.0,96.0
2018-01-31,23.0,96.0,23.0,96.0
2018-02-01,22.0,92.0,22.0,92.0
2018-02-02,23.0,96.0,23.0,96.0
2018-02-03,23.0,96.0,23.0,96.0
2018-02-04,24.0,100.0,23.0,96.0
2018-02-05,23.0,96.0,21.0,88.0
2018-02-06,24.0,100.0,23.0,96.0
2018-02-07,24.0,100.0,23.0,96.0
2018-02-08,23.0,96.0,23.0,96.0
2018-02-09,24.0,100.0,23.0,96.0
2018-02-10,23.0,96.0,23.0,96.0
2018-02-11,24.0,100.0,23.0,96.0
2018-02-12,23.0,96.0,23.0,96.0
2018-02-13,23.0,96.0,23.0,96.0
2018-02-14,24.0,100.0,23.0,96.0
2018-02-15,24.0,100.0,23.0,96.0
2018-02-16,23.0,96.0,23.0,96.0
2018-02-17,23.0,96.0,23.0,96.0
2018-02-18,24.0,100.0,23.0,96.0
2018-02-19,24.0,100.0,23.0,96.0
2018-02-20,23.0,96.0,23.0,96.0
2018-02-21,23.0,96.0,23.0,96.0
2018-02-22,22.0,92.0,22.0,92.0
2018-02-23,23.0,96.0,23.0,96.0
2018-02-24,23.0,96.0,23.0,96.0
2018-02-25,23.0,96.0,23.0,96.0
2018-02-26,24.0,100.0,23.0,96.0
2018-02-27,23.0,96.0,23.0,96.0
2018-02-28,22.0,92.0,22.0,92.0
2018-03-01,19.0,79.0,19.0,79.0
2018-03-02,24.0,100.0,23.0,96.0
2018-03-03,23.0,96.0,23.0,96.0
2018-03-04,24.0,100.0,23.0,96.0
2018-03-05,24.0,100.0,23.0,96.0
2018-03-06,24.0,100.0,23.0,96.0
2018-03-07,23.0,96.0,23.0,96.0
2018-03-08,23.0,96.0,23.0,96.0
2018-03-09,23.0,96.0,23.0,96.0
2018-03-10,24.0,100.0,23.0,96.0
2018-03-11,24.0,100.0,23.0,96.0
2018-03-12,23.0,96.0,23.0,96.0
2018-03-13,23.0,96.0,23.0,96.0
2018-03-14,24.0,100.0,23.0,96.0
2018-03-15,24.0,100.0,23.0,96.0
2018-03-16,22.0,92.0,22.0,92.0
2018-03-17,23.0,96.0,23.0,96.0
2018-03-18,24.0,100.0,23.0,96.0
2018-03-19,23.0,96.0,23.0,96.0
2018-03-20,24.0,100.0,23.0,96.0
2018-03-21,24.0,100.0,23.0,96.0
2018-03-22,24.0,100.0,23.0,96.0
2018-03-23,24.0,100.0,23.0,96.0
2018-03-24,23.0,96.0,23.0,96.0
2018-03-25,24.0,100.0,23.0,96.0
2018-03-26,23.0,96.0,23.0,96.0
2018-03-27,23.0,96.0,23.0,96.0
2018-03-28,20.0,83.0,21.0,88.0
2018-03-29,23.0,96.0,23.0,96.0
2018-03-30,24.0,100.0,23.0,96.0
2018-03-31,23.0,96.0,23.0,96.0
2018-04-01,23.0,96.0,23.0,96.0
2018-04-02,24.0,100.0,23.0,96.0
2018-04-03,24.0,100.0,23.0,96.0
2018-04-04,24.0,100.0,23.0,96.0
2018-04-05,24.0,100.0,23.0,96.0
2018-04-06,23.0,96.0,23.0,96.0
2018-04-07,23.0,96.0,23.0,96.0
2018-04-08,23.0,96.0,23.0,96.0
2018-04-09,24.0,100.0,22.0,92.0
2018-04-10,23.0,96.0,23.0,96.0
2018-04-11,23.0,96.0,23.0,96.0
2018-04-12,23.0,96.0,23.0,96.0
2018-04-13,24.0,100.0,23.0,96.0
2018-04-14,23.0,96.0,23.0,96.0
2018-04-15,24.0,100.0,23.0,96.0
2018-04-16,23.0,96.0,23.0,96.0
2018-04-17,17.0,71.0,19.0,79.0
2018-04-18,24.0,100.0,23.0,96.0
2018-04-19,24.0,100.0,23.0,96.0
2018-04-20,23.0,96.0,23.0,96.0
2018-04-21,24.0,100.0,23.0,96.0
2018-04-22,24.0,100.0,23.0,96.0
2018-04-23,21.0,88.0,21.0,88.0
2018-04-24,24.0,100.0,23.0,96.0
