state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-06,Parts per million,No Events,24,100.0,Y,0.375,0.6,23,7.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-06,Parts per billion,No Events,23.0,96.0,Y,23.191304,35.3,19.0,33.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-06,Parts per million,No Events,23,96.0,Y,0.417391,0.7,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-06,Parts per billion,No Events,23.0,96.0,Y,23.191304,35.3,19.0,33.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-07,Parts per million,No Events,23,96.0,Y,0.304348,0.5,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-07,Parts per billion,No Events,23.0,96.0,Y,13.834783,26.9,0.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-07,Parts per million,No Events,24,100.0,Y,0.375,0.6,0,7.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-07,Parts per billion,No Events,23.0,96.0,Y,13.834783,26.9,0.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-08,Parts per million,No Events,23,96.0,Y,0.265217,0.4,6,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-08,Parts per billion,No Events,23.0,96.0,Y,12.1,34.9,7.0,32.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-08,Parts per million,No Events,24,100.0,Y,0.275,0.3,6,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-08,Parts per billion,No Events,23.0,96.0,Y,12.1,34.9,7.0,32.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-09,Parts per million,No Events,23,96.0,Y,0.334783,0.7,23,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-09,Parts per billion,No Events,23.0,96.0,Y,12.482609,29.8,22.0,27.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-09,Parts per million,No Events,24,100.0,Y,0.275,0.5,22,6.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-09,Parts per billion,No Events,23.0,96.0,Y,12.482609,29.8,22.0,27.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-10,Parts per million,No Events,23,96.0,Y,0.36087,0.6,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-10,Parts per billion,No Events,23.0,96.0,Y,13.973913,27.9,0.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-10,Parts per million,No Events,24,100.0,Y,0.4375,0.6,0,7.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-10,Parts per billion,No Events,23.0,96.0,Y,13.973913,27.9,0.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-11,Parts per million,No Events,23,96.0,Y,0.247826,0.4,22,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-11,Parts per billion,No Events,23.0,96.0,Y,8.913043,20.6,7.0,19.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-11,Parts per million,No Events,24,100.0,Y,0.2375,0.3,9,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-11,Parts per billion,No Events,23.0,96.0,Y,8.913043,20.6,7.0,19.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-12,Parts per million,No Events,24,100.0,Y,0.275,0.4,10,5.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-12,Parts per billion,No Events,23.0,96.0,Y,9.443478,23.5,7.0,22.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-12,Parts per million,No Events,23,96.0,Y,0.269565,0.4,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-12,Parts per billion,No Events,23.0,96.0,Y,9.443478,23.5,7.0,22.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-13,Parts per million,No Events,23,96.0,Y,0.295652,0.7,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-13,Parts per billion,No Events,23.0,96.0,Y,10.304348,41.8,6.0,39.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-13,Parts per million,No Events,24,100.0,Y,0.291667,0.4,8,5.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-13,Parts per billion,No Events,23.0,96.0,Y,10.304348,41.8,6.0,39.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-14,Parts per million,No Events,23,96.0,Y,0.265217,0.4,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-14,Parts per billion,No Events,23.0,96.0,Y,9.069565,22.1,8.0,21.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-14,Parts per million,No Events,24,100.0,Y,0.266667,0.3,0,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-14,Parts per billion,No Events,23.0,96.0,Y,9.069565,22.1,8.0,21.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-15,Parts per million,No Events,23,96.0,Y,0.378261,0.7,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-15,Parts per billion,No Events,23.0,96.0,Y,15.065217,29.6,7.0,27.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-15,Parts per million,No Events,24,100.0,Y,0.375,0.5,7,6.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-15,Parts per billion,No Events,23.0,96.0,Y,15.065217,29.6,7.0,27.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2020-01-16,Parts per million,No Events,23,96.0,Y,0.313043,0.6,22,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2020-01-16,Parts per billion,No Events,23.0,96.0,Y,11.178261,33.1,22.0,31.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2020-01-16,Parts per million,No Events,24,100.0,Y,0.283333,0.4,22,5.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2020-01-16,Parts per billion,No Events,23.0,96.0,Y,11.178261,33.1,22.0,31.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
