state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-11,Parts per million,No Events,22,92.0,Y,0.254545,0.4,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-11,Parts per billion,No Events,22.0,92.0,Y,10.231818,22.3,7.0,21.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-11,Parts per million,No Events,24,100.0,Y,0.270833,0.3,7,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-11,Parts per billion,No Events,22.0,92.0,Y,10.231818,22.3,7.0,21.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-12,Parts per million,No Events,23,96.0,Y,0.204348,0.3,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-12,Parts per billion,No Events,23.0,96.0,Y,4.995652,11.0,7.0,10.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-12,Parts per million,No Events,24,100.0,Y,0.2,0.2,0,2.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-12,Parts per billion,No Events,23.0,96.0,Y,4.995652,11.0,7.0,10.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-13,Parts per million,No Events,24,100.0,Y,0.2,0.2,0,2.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-13,Parts per billion,No Events,23.0,96.0,Y,3.917391,6.5,21.0,6.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-13,Parts per million,No Events,23,96.0,Y,0.2,0.2,0,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-13,Parts per billion,No Events,23.0,96.0,Y,3.917391,6.5,21.0,6.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-14,Parts per million,No Events,24,100.0,Y,0.204167,0.3,23,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-14,Parts per billion,No Events,23.0,96.0,Y,5.817391,11.2,5.0,10.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-14,Parts per million,No Events,23,96.0,Y,0.221739,0.3,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-14,Parts per billion,No Events,23.0,96.0,Y,5.817391,11.2,5.0,10.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-15,Parts per million,No Events,23,96.0,Y,0.204348,0.3,10,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-15,Parts per billion,No Events,23.0,96.0,Y,3.747826,6.5,8.0,6.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-15,Parts per million,No Events,24,100.0,Y,0.204167,0.3,0,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-15,Parts per billion,No Events,23.0,96.0,Y,3.747826,6.5,8.0,6.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-16,Parts per million,No Events,22,92.0,Y,0.25,0.4,21,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-16,Parts per billion,No Events,22.0,92.0,Y,9.463636,18.9,6.0,17.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-16,Parts per million,No Events,24,100.0,Y,0.229167,0.3,8,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-16,Parts per billion,No Events,22.0,92.0,Y,9.463636,18.9,6.0,17.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-17,Parts per million,No Events,23,96.0,Y,0.365217,0.7,6,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-17,Parts per billion,No Events,23.0,96.0,Y,15.582609,27.4,6.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-17,Parts per million,No Events,24,100.0,Y,0.366667,0.5,6,6.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-17,Parts per billion,No Events,23.0,96.0,Y,15.582609,27.4,6.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-18,Parts per million,No Events,23,96.0,Y,0.33913,0.5,4,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-18,Parts per billion,No Events,23.0,96.0,Y,14.782609,31.6,7.0,29.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-18,Parts per million,No Events,24,100.0,Y,0.370833,0.5,9,6.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-18,Parts per billion,No Events,23.0,96.0,Y,14.782609,31.6,7.0,29.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-19,Parts per million,No Events,23,96.0,Y,0.26087,0.4,9,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-19,Parts per billion,No Events,23.0,96.0,Y,8.934783,25.8,11.0,24.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-19,Parts per million,No Events,24,100.0,Y,0.258333,0.3,0,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-19,Parts per billion,No Events,23.0,96.0,Y,8.934783,25.8,11.0,24.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-20,Parts per million,No Events,24,100.0,Y,0.233333,0.3,16,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-20,Parts per billion,No Events,23.0,96.0,Y,5.026087,17.0,21.0,16.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-20,Parts per million,No Events,23,96.0,Y,0.252174,0.4,14,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-20,Parts per billion,No Events,23.0,96.0,Y,5.026087,17.0,21.0,16.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-21,Parts per million,No Events,23,96.0,Y,0.413043,0.8,21,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-21,Parts per billion,No Events,23.0,96.0,Y,15.647826,33.8,21.0,31.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-21,Parts per million,No Events,24,100.0,Y,0.358333,0.5,22,6.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-21,Parts per billion,No Events,23.0,96.0,Y,15.647826,33.8,21.0,31.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-22,Parts per million,No Events,23,96.0,Y,0.469565,0.9,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-22,Parts per billion,No Events,23.0,96.0,Y,18.930435,33.8,7.0,31.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-22,Parts per million,No Events,24,100.0,Y,0.491667,0.7,3,8.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-22,Parts per billion,No Events,23.0,96.0,Y,18.930435,33.8,7.0,31.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-23,Parts per million,No Events,23,96.0,Y,0.434783,0.9,8,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-23,Parts per billion,No Events,23.0,96.0,Y,16.534783,31.2,8.0,29.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-23,Parts per million,No Events,24,100.0,Y,0.445833,0.6,8,7.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-23,Parts per billion,No Events,23.0,96.0,Y,16.534783,31.2,8.0,29.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-24,Parts per million,No Events,22,92.0,Y,0.363636,0.7,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-24,Parts per billion,No Events,22.0,92.0,Y,13.268182,32.3,7.0,30.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-24,Parts per million,No Events,24,100.0,Y,0.4,0.6,10,7.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-24,Parts per billion,No Events,22.0,92.0,Y,13.268182,32.3,7.0,30.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-25,Parts per million,No Events,24,100.0,Y,0.258333,0.3,10,3.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-25,Parts per billion,No Events,23.0,96.0,Y,9.978261,26.1,7.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-25,Parts per million,No Events,23,96.0,Y,0.291304,0.4,15,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-25,Parts per billion,No Events,23.0,96.0,Y,9.978261,26.1,7.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,Z,8-HR RUN AVG END HOUR,CO 8-hour 1971,2021-02-26,Parts per million,No Events,24,100.0,Y,0.375,0.5,7,6.0,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2023-02-05,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-26,Parts per billion,No Events,23.0,96.0,Y,11.021739,27.7,7.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-26,Parts per million,No Events,23,96.0,Y,0.36087,0.6,7,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 1-hour 2010,2021-02-26,Parts per billion,No Events,23.0,96.0,Y,11.021739,27.7,7.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42101,1,37.765946,-122.399044,WGS84,Carbon monoxide,1,1 HOUR,CO 1-hour 1971,2021-02-27,Parts per million,No Events,23,96.0,Y,0.330435,0.6,23,,54,INSTRUMENTAL - NONDISPERSIVE INFRARED,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2022-03-16,6.0,75.0,5.0,42602.0,1.0,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1.0,1 HOUR,NO2 Annual 1971,2021-02-27,Parts per billion,No Events,23.0,96.0,Y,8.265217,26.9,23.0,25.0,74.0,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860.0,"San Francisco-Oakland-Hayward, CA",2024-05-22
