DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,Category
2017-01-19,0,PST,San Francisco,CA,37.75,-122.43,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2017-01-19,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,40,"{'Number': 1, 'Name': 'Good'}"
2017-01-20,0,PST,San Francisco,CA,37.75,-122.43,OZONE,39,"{'Number': 1, 'Name': 'Good'}"
2017-01-20,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,29,"{'Number': 1, 'Name': 'Good'}"
2017-01-21,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-01-21,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,33,"{'Number': 1, 'Name': 'Good'}"
2017-01-22,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-01-22,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,31,"{'Number': 1, 'Name': 'Good'}"
2017-01-23,0,PST,San Francisco,CA,37.75,-122.43,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2017-01-23,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,31,"{'Number': 1, 'Name': 'Good'}"
2017-01-24,0,PST,San Francisco,CA,37.75,-122.43,OZONE,28,"{'Number': 1, 'Name': 'Good'}"
2017-01-24,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,36,"{'Number': 1, 'Name': 'Good'}"
2017-01-25,0,PST,San Francisco,CA,37.75,-122.43,OZONE,30,"{'Number': 1, 'Name': 'Good'}"
2017-01-25,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,28,"{'Number': 1, 'Name': 'Good'}"
2017-01-26,0,PST,San Francisco,CA,37.75,-122.43,OZONE,22,"{'Number': 1, 'Name': 'Good'}"
2017-01-26,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,52,"{'Number': 2, 'Name': 'Moderate'}"
2017-01-28,0,PST,San Francisco,CA,37.75,-122.43,OZONE,24,"{'Number': 1, 'Name': 'Good'}"
2017-01-29,0,PST,San Francisco,CA,37.75,-122.43,OZONE,25,"{'Number': 1, 'Name': 'Good'}"
2017-01-29,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,56,"{'Number': 2, 'Name': 'Moderate'}"
2017-01-30,0,PST,San Francisco,CA,37.75,-122.43,OZONE,19,"{'Number': 1, 'Name': 'Good'}"
2017-01-30,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,62,"{'Number': 2, 'Name': 'Moderate'}"
2017-01-31,0,PST,San Francisco,CA,37.75,-122.43,OZONE,17,"{'Number': 1, 'Name': 'Good'}"
2017-01-31,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,82,"{'Number': 2, 'Name': 'Moderate'}"
2017-02-01,0,PST,San Francisco,CA,37.75,-122.43,OZONE,21,"{'Number': 1, 'Name': 'Good'}"
2017-02-01,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,81,"{'Number': 2, 'Name': 'Moderate'}"
2017-02-02,0,PST,San Francisco,CA,37.75,-122.43,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2017-02-02,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,24,"{'Number': 1, 'Name': 'Good'}"
2017-02-03,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-02-03,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,18,"{'Number': 1, 'Name': 'Good'}"
2017-02-04,0,PST,San Francisco,CA,37.75,-122.43,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2017-02-04,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,26,"{'Number': 1, 'Name': 'Good'}"
2017-02-05,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-02-05,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,21,"{'Number': 1, 'Name': 'Good'}"
2017-02-06,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-02-06,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,22,"{'Number': 1, 'Name': 'Good'}"
2017-02-07,0,PST,San Francisco,CA,37.75,-122.43,OZONE,21,"{'Number': 1, 'Name': 'Good'}"
2017-02-07,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,23,"{'Number': 1, 'Name': 'Good'}"
2017-02-08,0,PST,San Francisco,CA,37.75,-122.43,OZONE,17,"{'Number': 1, 'Name': 'Good'}"
2017-02-08,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,16,"{'Number': 1, 'Name': 'Good'}"
2017-02-09,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-02-09,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,8,"{'Number': 1, 'Name': 'Good'}"
2017-02-10,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2017-02-10,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,17,"{'Number': 1, 'Name': 'Good'}"
2017-02-11,0,PST,San Francisco,CA,37.75,-122.43,OZONE,27,"{'Number': 1, 'Name': 'Good'}"
2017-02-11,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,27,"{'Number': 1, 'Name': 'Good'}"
2017-02-12,0,PST,San Francisco,CA,37.75,-122.43,OZONE,26,"{'Number': 1, 'Name': 'Good'}"
2017-02-12,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,40,"{'Number': 1, 'Name': 'Good'}"
2017-02-13,0,PST,San Francisco,CA,37.75,-122.43,OZONE,13,"{'Number': 1, 'Name': 'Good'}"
2017-02-13,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,55,"{'Number': 2, 'Name': 'Moderate'}"
2017-02-14,0,PST,San Francisco,CA,37.75,-122.43,OZONE,26,"{'Number': 1, 'Name': 'Good'}"
2017-02-14,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,57,"{'Number': 2, 'Name': 'Moderate'}"
2017-02-15,0,PST,San Francisco,CA,37.75,-122.43,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2017-02-15,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,55,"{'Number': 2, 'Name': 'Moderate'}"
2017-02-16,0,PST,San Francisco,CA,37.75,-122.43,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2017-02-16,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,43,"{'Number': 1, 'Name': 'Good'}"
2017-02-17,0,PST,San Francisco,CA,37.75,-122.43,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2017-02-17,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,24,"{'Number': 1, 'Name': 'Good'}"
2017-02-18,0,PST,San Francisco,CA,37.75,-122.43,OZONE,39,"{'Number': 1, 'Name': 'Good'}"
2017-02-18,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,21,"{'Number': 1, 'Name': 'Good'}"
2017-02-19,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2017-02-19,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,21,"{'Number': 1, 'Name': 'Good'}"
2017-02-20,0,PST,San Francisco,CA,37.75,-122.43,OZONE,44,"{'Number': 1, 'Name': 'Good'}"
2017-02-20,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,29,"{'Number': 1, 'Name': 'Good'}"
2017-02-21,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-02-21,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,41,"{'Number': 1, 'Name': 'Good'}"
2017-02-22,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-02-22,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,22,"{'Number': 1, 'Name': 'Good'}"
2017-02-23,0,PST,San Francisco,CA,37.75,-122.43,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2017-02-23,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,29,"{'Number': 1, 'Name': 'Good'}"
2017-02-24,0,PST,San Francisco,CA,37.75,-122.43,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2017-02-24,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,28,"{'Number': 1, 'Name': 'Good'}"
2017-02-25,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-02-25,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,31,"{'Number': 1, 'Name': 'Good'}"
2017-02-26,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-02-26,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,34,"{'Number': 1, 'Name': 'Good'}"
2017-02-27,0,PST,San Francisco,CA,37.75,-122.43,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2017-02-27,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,26,"{'Number': 1, 'Name': 'Good'}"
2017-02-28,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2017-02-28,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,29,"{'Number': 1, 'Name': 'Good'}"
2017-03-01,0,PST,San Francisco,CA,37.75,-122.43,OZONE,26,"{'Number': 1, 'Name': 'Good'}"
2017-03-01,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,32,"{'Number': 1, 'Name': 'Good'}"
2017-03-02,0,PST,San Francisco,CA,37.75,-122.43,OZONE,26,"{'Number': 1, 'Name': 'Good'}"
2017-03-02,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,52,"{'Number': 2, 'Name': 'Moderate'}"
2017-03-03,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-03-03,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,42,"{'Number': 1, 'Name': 'Good'}"
2017-03-04,0,PST,San Francisco,CA,37.75,-122.43,OZONE,44,"{'Number': 1, 'Name': 'Good'}"
2017-03-04,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,8,"{'Number': 1, 'Name': 'Good'}"
2017-03-05,0,PST,San Francisco,CA,37.75,-122.43,OZONE,42,"{'Number': 1, 'Name': 'Good'}"
2017-03-05,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,24,"{'Number': 1, 'Name': 'Good'}"
2017-03-06,0,PST,San Francisco,CA,37.75,-122.43,OZONE,33,"{'Number': 1, 'Name': 'Good'}"
2017-03-06,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,30,"{'Number': 1, 'Name': 'Good'}"
2017-03-07,0,PST,San Francisco,CA,37.75,-122.43,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2017-03-07,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,42,"{'Number': 1, 'Name': 'Good'}"
2017-03-08,0,PST,San Francisco,CA,37.75,-122.43,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2017-03-08,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,26,"{'Number': 1, 'Name': 'Good'}"
2017-03-09,0,PST,San Francisco,CA,37.75,-122.43,OZONE,20,"{'Number': 1, 'Name': 'Good'}"
2017-03-09,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,37,"{'Number': 1, 'Name': 'Good'}"
2017-03-10,0,PST,San Francisco,CA,37.75,-122.43,OZONE,16,"{'Number': 1, 'Name': 'Good'}"
2017-03-10,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,27,"{'Number': 1, 'Name': 'Good'}"
2017-03-11,0,PST,San Francisco,CA,37.75,-122.43,OZONE,30,"{'Number': 1, 'Name': 'Good'}"
2017-03-11,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,36,"{'Number': 1, 'Name': 'Good'}"
2017-03-12,0,PST,San Francisco,CA,37.75,-122.43,OZONE,24,"{'Number': 1, 'Name': 'Good'}"
2017-03-12,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,38,"{'Number': 1, 'Name': 'Good'}"
2017-03-13,0,PST,San Francisco,CA,37.75,-122.43,OZONE,29,"{'Number': 1, 'Name': 'Good'}"
2017-03-13,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,53,"{'Number': 2, 'Name': 'Moderate'}"
2017-03-14,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-03-14,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,53,"{'Number': 2, 'Name': 'Moderate'}"
2017-03-15,0,PST,San Francisco,CA,37.75,-122.43,OZONE,22,"{'Number': 1, 'Name': 'Good'}"
2017-03-15,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,22,"{'Number': 1, 'Name': 'Good'}"
2017-03-16,0,PST,San Francisco,CA,37.75,-122.43,OZONE,29,"{'Number': 1, 'Name': 'Good'}"
2017-03-16,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,14,"{'Number': 1, 'Name': 'Good'}"
2017-03-17,0,PST,San Francisco,CA,37.75,-122.43,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2017-03-17,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,49,"{'Number': 1, 'Name': 'Good'}"
2017-03-18,0,PST,San Francisco,CA,37.75,-122.43,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2017-03-18,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,29,"{'Number': 1, 'Name': 'Good'}"
2017-03-19,0,PST,San Francisco,CA,37.75,-122.43,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2017-03-19,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,31,"{'Number': 1, 'Name': 'Good'}"
2017-03-20,0,PST,San Francisco,CA,37.75,-122.43,OZONE,24,"{'Number': 1, 'Name': 'Good'}"
2017-03-20,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,42,"{'Number': 1, 'Name': 'Good'}"
2017-03-21,0,PST,San Francisco,CA,37.75,-122.43,OZONE,39,"{'Number': 1, 'Name': 'Good'}"
2017-03-21,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,32,"{'Number': 1, 'Name': 'Good'}"
2017-03-22,0,PST,San Francisco,CA,37.75,-122.43,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2017-03-22,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,27,"{'Number': 1, 'Name': 'Good'}"
2017-03-23,0,PST,San Francisco,CA,37.75,-122.43,OZONE,39,"{'Number': 1, 'Name': 'Good'}"
2017-03-23,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,33,"{'Number': 1, 'Name': 'Good'}"
2017-03-24,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-03-24,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,32,"{'Number': 1, 'Name': 'Good'}"
2017-03-25,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-03-25,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,37,"{'Number': 1, 'Name': 'Good'}"
2017-03-26,0,PST,San Francisco,CA,37.75,-122.43,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2017-03-26,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,22,"{'Number': 1, 'Name': 'Good'}"
2017-03-27,0,PST,San Francisco,CA,37.75,-122.43,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2017-03-27,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,39,"{'Number': 1, 'Name': 'Good'}"
2017-03-28,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-03-28,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,51,"{'Number': 2, 'Name': 'Moderate'}"
2017-03-29,0,PST,San Francisco,CA,37.75,-122.43,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2017-03-29,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,60,"{'Number': 2, 'Name': 'Moderate'}"
2017-03-30,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2017-03-30,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,55,"{'Number': 2, 'Name': 'Moderate'}"
2017-03-31,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-03-31,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,46,"{'Number': 1, 'Name': 'Good'}"
2017-04-01,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-04-01,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,53,"{'Number': 2, 'Name': 'Moderate'}"
2017-04-02,0,PST,San Francisco,CA,37.75,-122.43,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2017-04-02,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,61,"{'Number': 2, 'Name': 'Moderate'}"
2017-04-03,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2017-04-03,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,60,"{'Number': 2, 'Name': 'Moderate'}"
2017-04-04,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-04-04,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,51,"{'Number': 2, 'Name': 'Moderate'}"
2017-04-05,0,PST,San Francisco,CA,37.75,-122.43,OZONE,50,"{'Number': 1, 'Name': 'Good'}"
2017-04-05,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,43,"{'Number': 1, 'Name': 'Good'}"
2017-04-06,0,PST,San Francisco,CA,37.75,-122.43,OZONE,48,"{'Number': 1, 'Name': 'Good'}"
2017-04-06,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,43,"{'Number': 1, 'Name': 'Good'}"
2017-04-07,0,PST,San Francisco,CA,37.75,-122.43,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2017-04-07,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,46,"{'Number': 1, 'Name': 'Good'}"
2017-04-08,0,PST,San Francisco,CA,37.75,-122.43,OZONE,44,"{'Number': 1, 'Name': 'Good'}"
2017-04-08,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,19,"{'Number': 1, 'Name': 'Good'}"
2017-04-09,0,PST,San Francisco,CA,37.75,-122.43,OZONE,39,"{'Number': 1, 'Name': 'Good'}"
2017-04-09,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,28,"{'Number': 1, 'Name': 'Good'}"
2017-04-10,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-04-10,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,34,"{'Number': 1, 'Name': 'Good'}"
2017-04-11,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-04-11,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,33,"{'Number': 1, 'Name': 'Good'}"
2017-04-12,0,PST,San Francisco,CA,37.75,-122.43,OZONE,41,"{'Number': 1, 'Name': 'Good'}"
2017-04-12,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,2,"{'Number': 1, 'Name': 'Good'}"
2017-04-13,0,PST,San Francisco,CA,37.75,-122.43,OZONE,43,"{'Number': 1, 'Name': 'Good'}"
2017-04-13,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,23,"{'Number': 1, 'Name': 'Good'}"
2017-04-14,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2017-04-14,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,28,"{'Number': 1, 'Name': 'Good'}"
2017-04-15,0,PST,San Francisco,CA,37.75,-122.43,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2017-04-15,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,39,"{'Number': 1, 'Name': 'Good'}"
2017-04-16,0,PST,San Francisco,CA,37.75,-122.43,OZONE,38,"{'Number': 1, 'Name': 'Good'}"
2017-04-16,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,33,"{'Number': 1, 'Name': 'Good'}"
2017-04-17,0,PST,San Francisco,CA,37.75,-122.43,OZONE,31,"{'Number': 1, 'Name': 'Good'}"
2017-04-17,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,15,"{'Number': 1, 'Name': 'Good'}"
2017-04-18,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-04-18,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,19,"{'Number': 1, 'Name': 'Good'}"
2017-04-19,0,PST,San Francisco,CA,37.75,-122.43,OZONE,34,"{'Number': 1, 'Name': 'Good'}"
2017-04-19,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,32,"{'Number': 1, 'Name': 'Good'}"
2017-04-20,0,PST,San Francisco,CA,37.75,-122.43,OZONE,40,"{'Number': 1, 'Name': 'Good'}"
2017-04-20,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,34,"{'Number': 1, 'Name': 'Good'}"
2017-04-21,0,PST,San Francisco,CA,37.75,-122.43,OZONE,32,"{'Number': 1, 'Name': 'Good'}"
2017-04-21,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,44,"{'Number': 1, 'Name': 'Good'}"
2017-04-22,0,PST,San Francisco,CA,37.75,-122.43,OZONE,35,"{'Number': 1, 'Name': 'Good'}"
2017-04-22,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,23,"{'Number': 1, 'Name': 'Good'}"
2017-04-23,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-04-23,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,21,"{'Number': 1, 'Name': 'Good'}"
2017-04-24,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-04-24,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,22,"{'Number': 1, 'Name': 'Good'}"
2017-04-25,0,PST,San Francisco,CA,37.75,-122.43,OZONE,36,"{'Number': 1, 'Name': 'Good'}"
2017-04-25,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,23,"{'Number': 1, 'Name': 'Good'}"
2017-04-26,0,PST,San Francisco,CA,37.75,-122.43,OZONE,30,"{'Number': 1, 'Name': 'Good'}"
2017-04-26,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,11,"{'Number': 1, 'Name': 'Good'}"
2017-04-27,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-04-27,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,48,"{'Number': 1, 'Name': 'Good'}"
2017-04-29,0,PST,San Francisco,CA,37.75,-122.43,OZONE,37,"{'Number': 1, 'Name': 'Good'}"
2017-04-29,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,46,"{'Number': 1, 'Name': 'Good'}"
