state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-01-30,Parts per billion,No Events,23,96.0,Y,17.056522,35.8,21,33,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2023-01-31,Parts per billion,No Events,23,96.0,Y,26.186957,43.7,7,41,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-01-31,Parts per billion,No Events,23,96.0,Y,26.186957,43.7,7,41,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2023-02-01,Parts per billion,No Events,23,96.0,Y,24.973913,38.7,21,36,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-02-01,Parts per billion,No Events,23,96.0,Y,24.973913,38.7,21,36,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2023-02-02,Parts per billion,No Events,23,96.0,Y,25.83913,39.6,20,37,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-02-02,Parts per billion,No Events,23,96.0,Y,25.83913,39.6,20,37,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-02-03,Parts per billion,No Events,23,96.0,Y,15.791304,28.9,20,26,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2023-02-03,Parts per billion,No Events,23,96.0,Y,15.791304,28.9,20,26,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-02-04,Parts per billion,No Events,23,96.0,Y,9.156522,23.6,0,22,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2023-02-04,Parts per billion,No Events,23,96.0,Y,9.156522,23.6,0,22,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2023-02-05,Parts per billion,No Events,23,96.0,Y,3.973913,9.4,21,8,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-02-05,Parts per billion,No Events,23,96.0,Y,3.973913,9.4,21,8,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2023-02-06,Parts per billion,No Events,23,96.0,Y,15.343478,31.7,21,29,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-02-06,Parts per billion,No Events,23,96.0,Y,15.343478,31.7,21,29,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2023-02-07,Parts per billion,No Events,23,96.0,Y,21.508696,34.1,20,32,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
6,75,5,42602,1,37.765946,-122.399044,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2023-02-07,Parts per billion,No Events,23,96.0,Y,21.508696,34.1,20,32,74,INSTRUMENTAL - CHEMILUMINESCENCE,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2024-05-22
