Date,Ozone,PM2.5,Number,Name
2024-07-13,23.0,22.0,1.0,Good
2024-07-14,25.0,12.0,1.0,Good
2024-07-15,27.0,17.0,1.0,Good
2024-07-16,28.0,13.0,1.0,Good
2024-07-17,15.0,9.0,1.0,Good
2024-07-18,14.0,16.0,1.0,Good
2024-07-19,16.0,28.0,1.0,Good
2024-07-20,18.0,44.0,1.0,Good
2024-07-21,21.0,27.0,1.0,Good
2024-07-22,19.0,36.0,1.0,Good
2024-07-23,19.0,35.0,1.0,Good
2024-07-24,21.0,56.0,2.0,Moderate
2024-07-25,19.0,43.0,1.0,Good
2024-07-26,21.0,45.0,1.0,Good
2024-07-27,21.0,16.0,1.0,Good
2024-07-28,21.0,,,
2024-07-29,16.0,,,
2024-07-30,13.0,,,
2024-07-31,13.0,,,
2024-08-01,14.0,,,
2024-08-02,19.0,5.0,1.0,Good
2024-08-03,21.0,9.0,1.0,Good
2024-08-04,22.0,13.0,1.0,Good
2024-08-05,23.0,36.0,1.0,Good
2024-08-06,24.0,47.0,1.0,Good
2024-08-07,24.0,,,
2024-08-08,22.0,,,
2024-08-09,22.0,22.0,1.0,Good
2024-08-10,19.0,38.0,1.0,Good
2024-08-11,19.0,9.0,1.0,Good
2024-08-12,30.0,50.0,1.0,Good
2024-08-13,27.0,0.0,1.0,Good
2024-08-14,14.0,,,
2024-08-15,16.0,,,
2024-08-16,18.0,,,
2024-08-17,16.0,,,
2024-08-18,24.0,0.0,1.0,Good
2024-08-19,23.0,,,
2024-08-20,26.0,49.0,1.0,Good
2024-08-21,22.0,51.0,2.0,Moderate
2024-08-22,26.0,44.0,1.0,Good
2024-08-23,26.0,,,
2024-08-24,23.0,,,
2024-08-25,29.0,53.0,2.0,Moderate
2024-08-26,25.0,53.0,2.0,Moderate
2024-08-27,31.0,53.0,2.0,Moderate
2024-08-28,26.0,56.0,2.0,Moderate
2024-08-29,28.0,57.0,2.0,Moderate
2024-08-30,28.0,,,
2024-08-31,31.0,,,
2024-09-01,26.0,,,
2024-09-02,24.0,47.0,1.0,Good
2024-09-03,28.0,53.0,2.0,Moderate
2024-09-04,22.0,39.0,1.0,Good
2024-09-05,22.0,37.0,1.0,Good
2024-09-06,23.0,,,
2024-09-07,29.0,,,
2024-09-08,25.0,38.0,1.0,Good
2024-09-09,27.0,48.0,1.0,Good
2024-09-10,25.0,3.0,1.0,Good
2024-09-11,19.0,21.0,1.0,Good
2024-09-12,19.0,52.0,2.0,Moderate
2024-09-13,19.0,,,
2024-09-14,23.0,,,
2024-09-16,,61.0,2.0,Moderate
2024-09-18,23.0,,,
2024-09-19,20.0,,,
2024-09-20,21.0,,,
2024-09-21,23.0,,,
